original_feature_name,clean_feature_name
PREV_CODE_REJECT_REASON_HC_MEAN,PREV_CODE_REJECT_REASON_HC_MEAN
PREV_CODE_REJECT_REASON_LIMIT_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN
PREV_CODE_REJECT_REASON_SCO_MEAN,PREV_CODE_REJECT_REASON_SCO_MEAN
PREV_CODE_REJECT_REASON_SCOFR_MEAN,PREV_CODE_REJECT_REASON_SCOFR_MEAN
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,PREV_CODE_REJECT_REASON_SYSTEM_MEAN
PREV_CODE_REJECT_REASON_VERIF_MEAN,PREV_CODE_REJECT_REASON_VERIF_MEAN
PREV_CODE_REJECT_REASON_XAP_MEAN,PREV_CODE_REJECT_REASON_XAP_MEAN
PREV_CODE_REJECT_REASON_XNA_MEAN,PREV_CODE_REJECT_REASON_XNA_MEAN
PREV_NAME_TYPE_SUITE_Children_MEAN,PREV_NAME_TYPE_SUITE_Children_MEAN
PREV_NAME_TYPE_SUITE_Family_MEAN,PREV_NAME_TYPE_SUITE_Family_MEAN
PREV_NAME_TYPE_SUITE_Group of people_MEAN,PREV_NAME_TYPE_SUITE_Group_of_people_MEAN
PREV_NAME_TYPE_SUITE_Other_A_MEAN,PREV_NAME_TYPE_SUITE_Other_A_MEAN
PREV_NAME_TYPE_SUITE_Other_B_MEAN,PREV_NAME_TYPE_SUITE_Other_B_MEAN
"PREV_NAME_TYPE_SUITE_Spouse, partner_MEAN",PREV_NAME_TYPE_SUITE_Spouse_partner_MEAN
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN
PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN
PREV_NAME_CLIENT_TYPE_New_MEAN,PREV_NAME_CLIENT_TYPE_New_MEAN
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,PREV_NAME_CLIENT_TYPE_Refreshed_MEAN
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,PREV_NAME_CLIENT_TYPE_Repeater_MEAN
PREV_NAME_CLIENT_TYPE_XNA_MEAN,PREV_NAME_CLIENT_TYPE_XNA_MEAN
PREV_NAME_GOODS_CATEGORY_Additional Service_MEAN,PREV_NAME_GOODS_CATEGORY_Additional_Service_MEAN
PREV_NAME_GOODS_CATEGORY_Animals_MEAN,PREV_NAME_GOODS_CATEGORY_Animals_MEAN
PREV_NAME_GOODS_CATEGORY_Audio/Video_MEAN,PREV_NAME_GOODS_CATEGORY_Audio_Video_MEAN
PREV_NAME_GOODS_CATEGORY_Auto Accessories_MEAN,PREV_NAME_GOODS_CATEGORY_Auto_Accessories_MEAN
PREV_NAME_GOODS_CATEGORY_Clothing and Accessories_MEAN,PREV_NAME_GOODS_CATEGORY_Clothing_and_Accessories_MEAN
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,PREV_NAME_GOODS_CATEGORY_Computers_MEAN
PREV_NAME_GOODS_CATEGORY_Construction Materials_MEAN,PREV_NAME_GOODS_CATEGORY_Construction_Materials_MEAN
PREV_NAME_GOODS_CATEGORY_Consumer Electronics_MEAN,PREV_NAME_GOODS_CATEGORY_Consumer_Electronics_MEAN
PREV_NAME_GOODS_CATEGORY_Direct Sales_MEAN,PREV_NAME_GOODS_CATEGORY_Direct_Sales_MEAN
PREV_NAME_GOODS_CATEGORY_Education_MEAN,PREV_NAME_GOODS_CATEGORY_Education_MEAN
PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,PREV_NAME_GOODS_CATEGORY_Fitness_MEAN
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,PREV_NAME_GOODS_CATEGORY_Furniture_MEAN
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,PREV_NAME_GOODS_CATEGORY_Gardening_MEAN
PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,PREV_NAME_GOODS_CATEGORY_Homewares_MEAN
PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,PREV_NAME_GOODS_CATEGORY_Insurance_MEAN
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN
PREV_NAME_GOODS_CATEGORY_Medical Supplies_MEAN,PREV_NAME_GOODS_CATEGORY_Medical_Supplies_MEAN
PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,PREV_NAME_GOODS_CATEGORY_Medicine_MEAN
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,PREV_NAME_GOODS_CATEGORY_Mobile_MEAN
PREV_NAME_GOODS_CATEGORY_Office Appliances_MEAN,PREV_NAME_GOODS_CATEGORY_Office_Appliances_MEAN
PREV_NAME_GOODS_CATEGORY_Other_MEAN,PREV_NAME_GOODS_CATEGORY_Other_MEAN
PREV_NAME_GOODS_CATEGORY_Photo / Cinema Equipment_MEAN,PREV_NAME_GOODS_CATEGORY_Photo_Cinema_Equipment_MEAN
PREV_NAME_GOODS_CATEGORY_Sport and Leisure_MEAN,PREV_NAME_GOODS_CATEGORY_Sport_and_Leisure_MEAN
PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,PREV_NAME_GOODS_CATEGORY_Tourism_MEAN
PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN
PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,PREV_NAME_GOODS_CATEGORY_Weapon_MEAN
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,PREV_NAME_GOODS_CATEGORY_XNA_MEAN
PREV_NAME_PORTFOLIO_Cards_MEAN,PREV_NAME_PORTFOLIO_Cards_MEAN
PREV_NAME_PORTFOLIO_Cars_MEAN,PREV_NAME_PORTFOLIO_Cars_MEAN
PREV_NAME_PORTFOLIO_Cash_MEAN,PREV_NAME_PORTFOLIO_Cash_MEAN
PREV_NAME_PORTFOLIO_POS_MEAN,PREV_NAME_PORTFOLIO_POS_MEAN
PREV_NAME_PORTFOLIO_XNA_MEAN,PREV_NAME_PORTFOLIO_XNA_MEAN
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,PREV_NAME_PRODUCT_TYPE_XNA_MEAN
PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,PREV_NAME_PRODUCT_TYPE_walk_in_MEAN
PREV_NAME_PRODUCT_TYPE_x-sell_MEAN,PREV_NAME_PRODUCT_TYPE_x_sell_MEAN
PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,PREV_CHANNEL_TYPE_AP_Cash_loan_MEAN
PREV_CHANNEL_TYPE_Car dealer_MEAN,PREV_CHANNEL_TYPE_Car_dealer_MEAN
PREV_CHANNEL_TYPE_Channel of corporate sales_MEAN,PREV_CHANNEL_TYPE_Channel_of_corporate_sales_MEAN
PREV_CHANNEL_TYPE_Contact center_MEAN,PREV_CHANNEL_TYPE_Contact_center_MEAN
PREV_CHANNEL_TYPE_Country-wide_MEAN,PREV_CHANNEL_TYPE_Country_wide_MEAN
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,PREV_CHANNEL_TYPE_Credit_and_cash_offices_MEAN
PREV_CHANNEL_TYPE_Regional / Local_MEAN,PREV_CHANNEL_TYPE_Regional_Local_MEAN
PREV_CHANNEL_TYPE_Stone_MEAN,PREV_CHANNEL_TYPE_Stone_MEAN
PREV_NAME_SELLER_INDUSTRY_Auto technology_MEAN,PREV_NAME_SELLER_INDUSTRY_Auto_technology_MEAN
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,PREV_NAME_SELLER_INDUSTRY_Construction_MEAN
PREV_NAME_SELLER_INDUSTRY_Consumer electronics_MEAN,PREV_NAME_SELLER_INDUSTRY_Consumer_electronics_MEAN
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,PREV_NAME_SELLER_INDUSTRY_Industry_MEAN
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN
PREV_NAME_SELLER_INDUSTRY_MLM partners_MEAN,PREV_NAME_SELLER_INDUSTRY_MLM_partners_MEAN
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,PREV_NAME_SELLER_INDUSTRY_XNA_MEAN
PREV_NAME_YIELD_GROUP_XNA_MEAN,PREV_NAME_YIELD_GROUP_XNA_MEAN
PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN
PREV_NAME_YIELD_GROUP_low_action_MEAN,PREV_NAME_YIELD_GROUP_low_action_MEAN
PREV_NAME_YIELD_GROUP_low_normal_MEAN,PREV_NAME_YIELD_GROUP_low_normal_MEAN
PREV_NAME_YIELD_GROUP_middle_MEAN,PREV_NAME_YIELD_GROUP_middle_MEAN
PREV_PRODUCT_COMBINATION_Card Street_MEAN,PREV_PRODUCT_COMBINATION_Card_Street_MEAN
PREV_PRODUCT_COMBINATION_Card X-Sell_MEAN,PREV_PRODUCT_COMBINATION_Card_X_Sell_MEAN
PREV_PRODUCT_COMBINATION_Cash_MEAN,PREV_PRODUCT_COMBINATION_Cash_MEAN
PREV_PRODUCT_COMBINATION_Cash Street: high_MEAN,PREV_PRODUCT_COMBINATION_Cash_Street_high_MEAN
PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN,PREV_PRODUCT_COMBINATION_Cash_Street_low_MEAN
PREV_PRODUCT_COMBINATION_Cash Street: middle_MEAN,PREV_PRODUCT_COMBINATION_Cash_Street_middle_MEAN
PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,PREV_PRODUCT_COMBINATION_Cash_X_Sell_high_MEAN
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,PREV_PRODUCT_COMBINATION_Cash_X_Sell_low_MEAN
PREV_PRODUCT_COMBINATION_Cash X-Sell: middle_MEAN,PREV_PRODUCT_COMBINATION_Cash_X_Sell_middle_MEAN
PREV_PRODUCT_COMBINATION_POS household with interest_MEAN,PREV_PRODUCT_COMBINATION_POS_household_with_interest_MEAN
PREV_PRODUCT_COMBINATION_POS household without interest_MEAN,PREV_PRODUCT_COMBINATION_POS_household_without_interest_MEAN
PREV_PRODUCT_COMBINATION_POS industry with interest_MEAN,PREV_PRODUCT_COMBINATION_POS_industry_with_interest_MEAN
PREV_PRODUCT_COMBINATION_POS industry without interest_MEAN,PREV_PRODUCT_COMBINATION_POS_industry_without_interest_MEAN
PREV_PRODUCT_COMBINATION_POS mobile with interest_MEAN,PREV_PRODUCT_COMBINATION_POS_mobile_with_interest_MEAN
PREV_PRODUCT_COMBINATION_POS mobile without interest_MEAN,PREV_PRODUCT_COMBINATION_POS_mobile_without_interest_MEAN
PREV_PRODUCT_COMBINATION_POS other with interest_MEAN,PREV_PRODUCT_COMBINATION_POS_other_with_interest_MEAN
PREV_PRODUCT_COMBINATION_POS others without interest_MEAN,PREV_PRODUCT_COMBINATION_POS_others_without_interest_MEAN
PREV_PRODUCT_COMBINATION_nan_MEAN,PREV_PRODUCT_COMBINATION_nan_MEAN
APPROVED_SK_ID_PREV_NUNIQUE,APPROVED_SK_ID_PREV_NUNIQUE
APPROVED_AMT_APPLICATION_MAX,APPROVED_AMT_APPLICATION_MAX
APPROVED_AMT_APPLICATION_MEAN,APPROVED_AMT_APPLICATION_MEAN
APPROVED_AMT_CREDIT_MAX,APPROVED_AMT_CREDIT_MAX
APPROVED_AMT_CREDIT_MEAN,APPROVED_AMT_CREDIT_MEAN
APPROVED_APP_CREDIT_PERC_MAX,APPROVED_APP_CREDIT_PERC_MAX
APPROVED_APP_CREDIT_PERC_MEAN,APPROVED_APP_CREDIT_PERC_MEAN
APPROVED_DAYS_DECISION_MIN,APPROVED_DAYS_DECISION_MIN
APPROVED_DAYS_DECISION_MEAN,APPROVED_DAYS_DECISION_MEAN
APPROVED_CNT_PAYMENT_MEAN,APPROVED_CNT_PAYMENT_MEAN
APPROVED_CNT_PAYMENT_SUM,APPROVED_CNT_PAYMENT_SUM
REFUSED_SK_ID_PREV_NUNIQUE,REFUSED_SK_ID_PREV_NUNIQUE
REFUSED_AMT_APPLICATION_MAX,REFUSED_AMT_APPLICATION_MAX
REFUSED_AMT_APPLICATION_MEAN,REFUSED_AMT_APPLICATION_MEAN
REFUSED_AMT_CREDIT_MAX,REFUSED_AMT_CREDIT_MAX
REFUSED_AMT_CREDIT_MEAN,REFUSED_AMT_CREDIT_MEAN
REFUSED_APP_CREDIT_PERC_MAX,REFUSED_APP_CREDIT_PERC_MAX
REFUSED_APP_CREDIT_PERC_MEAN,REFUSED_APP_CREDIT_PERC_MEAN
REFUSED_DAYS_DECISION_MIN,REFUSED_DAYS_DECISION_MIN
REFUSED_DAYS_DECISION_MEAN,REFUSED_DAYS_DECISION_MEAN
INS_SK_ID_PREV_NUNIQUE,INS_SK_ID_PREV_NUNIQUE
INS_NUM_INSTALMENT_VERSION_NUNIQUE,INS_NUM_INSTALMENT_VERSION_NUNIQUE
INS_DAYS_INSTALMENT_MIN,INS_DAYS_INSTALMENT_MIN
INS_DAYS_INSTALMENT_MAX,INS_DAYS_INSTALMENT_MAX
INS_DAYS_INSTALMENT_MEAN,INS_DAYS_INSTALMENT_MEAN
INS_DAYS_ENTRY_PAYMENT_MIN,INS_DAYS_ENTRY_PAYMENT_MIN
INS_DAYS_ENTRY_PAYMENT_MAX,INS_DAYS_ENTRY_PAYMENT_MAX
INS_DAYS_ENTRY_PAYMENT_MEAN,INS_DAYS_ENTRY_PAYMENT_MEAN
INS_AMT_INSTALMENT_MAX,INS_AMT_INSTALMENT_MAX
INS_AMT_INSTALMENT_MEAN,INS_AMT_INSTALMENT_MEAN
INS_AMT_INSTALMENT_SUM,INS_AMT_INSTALMENT_SUM
INS_AMT_PAYMENT_MIN,INS_AMT_PAYMENT_MIN
INS_AMT_PAYMENT_MAX,INS_AMT_PAYMENT_MAX
INS_AMT_PAYMENT_MEAN,INS_AMT_PAYMENT_MEAN
INS_AMT_PAYMENT_SUM,INS_AMT_PAYMENT_SUM
INS_PAY_PERC_MAX,INS_PAY_PERC_MAX
INS_PAY_PERC_MEAN,INS_PAY_PERC_MEAN
INS_PAY_PERC_VAR,INS_PAY_PERC_VAR
INS_PAY_DIFF_MAX,INS_PAY_DIFF_MAX
INS_PAY_DIFF_MEAN,INS_PAY_DIFF_MEAN
INS_PAY_DIFF_SUM,INS_PAY_DIFF_SUM
INS_PAY_DIFF_VAR,INS_PAY_DIFF_VAR
INS_DPD_MAX,INS_DPD_MAX
INS_DPD_MEAN,INS_DPD_MEAN
INS_DPD_SUM,INS_DPD_SUM
INS_DBD_MAX,INS_DBD_MAX
INS_DBD_MEAN,INS_DBD_MEAN
INS_DBD_SUM,INS_DBD_SUM
INS_LATE_PAYMENT_FLAG_MEAN,INS_LATE_PAYMENT_FLAG_MEAN
INS_LATE_PAYMENT_FLAG_SUM,INS_LATE_PAYMENT_FLAG_SUM
INS_UNDERPAY_FLAG_MEAN,INS_UNDERPAY_FLAG_MEAN
INS_UNDERPAY_FLAG_SUM,INS_UNDERPAY_FLAG_SUM
INS_LAST365_AMT_PAYMENT_MEAN,INS_LAST365_AMT_PAYMENT_MEAN
INS_LAST365_AMT_PAYMENT_SUM,INS_LAST365_AMT_PAYMENT_SUM
INS_LAST365_PAY_PERC_MEAN,INS_LAST365_PAY_PERC_MEAN
INS_LAST365_PAY_PERC_MAX,INS_LAST365_PAY_PERC_MAX
INS_LAST365_PAY_DIFF_MEAN,INS_LAST365_PAY_DIFF_MEAN
INS_LAST365_PAY_DIFF_SUM,INS_LAST365_PAY_DIFF_SUM
INS_LAST365_DPD_MEAN,INS_LAST365_DPD_MEAN
INS_LAST365_DPD_MAX,INS_LAST365_DPD_MAX
INS_LAST365_DPD_SUM,INS_LAST365_DPD_SUM
INS_LAST365_LATE_PAYMENT_FLAG_MEAN,INS_LAST365_LATE_PAYMENT_FLAG_MEAN
INS_LAST365_LATE_PAYMENT_FLAG_SUM,INS_LAST365_LATE_PAYMENT_FLAG_SUM
POS_SK_ID_PREV_NUNIQUE,POS_SK_ID_PREV_NUNIQUE
POS_MONTHS_BALANCE_MIN,POS_MONTHS_BALANCE_MIN
POS_MONTHS_BALANCE_MAX,POS_MONTHS_BALANCE_MAX
POS_MONTHS_BALANCE_SIZE,POS_MONTHS_BALANCE_SIZE
POS_CNT_INSTALMENT_MAX,POS_CNT_INSTALMENT_MAX
POS_CNT_INSTALMENT_MEAN,POS_CNT_INSTALMENT_MEAN
POS_CNT_INSTALMENT_SUM,POS_CNT_INSTALMENT_SUM
POS_CNT_INSTALMENT_FUTURE_MAX,POS_CNT_INSTALMENT_FUTURE_MAX
POS_CNT_INSTALMENT_FUTURE_MEAN,POS_CNT_INSTALMENT_FUTURE_MEAN
POS_CNT_INSTALMENT_FUTURE_SUM,POS_CNT_INSTALMENT_FUTURE_SUM
POS_SK_DPD_MAX,POS_SK_DPD_MAX
POS_SK_DPD_MEAN,POS_SK_DPD_MEAN
POS_SK_DPD_SUM,POS_SK_DPD_SUM
POS_SK_DPD_DEF_MAX,POS_SK_DPD_DEF_MAX
POS_SK_DPD_DEF_MEAN,POS_SK_DPD_DEF_MEAN
POS_SK_DPD_DEF_SUM,POS_SK_DPD_DEF_SUM
POS_POS_LATE_FLAG_MEAN,POS_POS_LATE_FLAG_MEAN
POS_POS_LATE_FLAG_SUM,POS_POS_LATE_FLAG_SUM
POS_NAME_CONTRACT_STATUS_Active_MEAN,POS_NAME_CONTRACT_STATUS_Active_MEAN
POS_NAME_CONTRACT_STATUS_Amortized debt_MEAN,POS_NAME_CONTRACT_STATUS_Amortized_debt_MEAN
POS_NAME_CONTRACT_STATUS_Approved_MEAN,POS_NAME_CONTRACT_STATUS_Approved_MEAN
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,POS_NAME_CONTRACT_STATUS_Canceled_MEAN
POS_NAME_CONTRACT_STATUS_Completed_MEAN,POS_NAME_CONTRACT_STATUS_Completed_MEAN
POS_NAME_CONTRACT_STATUS_Demand_MEAN,POS_NAME_CONTRACT_STATUS_Demand_MEAN
POS_NAME_CONTRACT_STATUS_Returned to the store_MEAN,POS_NAME_CONTRACT_STATUS_Returned_to_the_store_MEAN
POS_NAME_CONTRACT_STATUS_Signed_MEAN,POS_NAME_CONTRACT_STATUS_Signed_MEAN
POS_NAME_CONTRACT_STATUS_XNA_MEAN,POS_NAME_CONTRACT_STATUS_XNA_MEAN
CC_SK_ID_PREV_NUNIQUE,CC_SK_ID_PREV_NUNIQUE
CC_MONTHS_BALANCE_MIN,CC_MONTHS_BALANCE_MIN
CC_MONTHS_BALANCE_MAX,CC_MONTHS_BALANCE_MAX
CC_MONTHS_BALANCE_SIZE,CC_MONTHS_BALANCE_SIZE
CC_AMT_BALANCE_MAX,CC_AMT_BALANCE_MAX
CC_AMT_BALANCE_MEAN,CC_AMT_BALANCE_MEAN
CC_AMT_BALANCE_SUM,CC_AMT_BALANCE_SUM
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,CC_AMT_CREDIT_LIMIT_ACTUAL_MAX
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,CC_AMT_DRAWINGS_ATM_CURRENT_MAX
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,CC_AMT_DRAWINGS_ATM_CURRENT_MEAN
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,CC_AMT_DRAWINGS_ATM_CURRENT_SUM
CC_AMT_DRAWINGS_CURRENT_MAX,CC_AMT_DRAWINGS_CURRENT_MAX
CC_AMT_DRAWINGS_CURRENT_MEAN,CC_AMT_DRAWINGS_CURRENT_MEAN
CC_AMT_DRAWINGS_CURRENT_SUM,CC_AMT_DRAWINGS_CURRENT_SUM
CC_AMT_DRAWINGS_POS_CURRENT_MAX,CC_AMT_DRAWINGS_POS_CURRENT_MAX
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,CC_AMT_DRAWINGS_POS_CURRENT_MEAN
CC_AMT_DRAWINGS_POS_CURRENT_SUM,CC_AMT_DRAWINGS_POS_CURRENT_SUM
CC_AMT_INST_MIN_REGULARITY_MAX,CC_AMT_INST_MIN_REGULARITY_MAX
CC_AMT_INST_MIN_REGULARITY_MEAN,CC_AMT_INST_MIN_REGULARITY_MEAN
CC_AMT_PAYMENT_CURRENT_MAX,CC_AMT_PAYMENT_CURRENT_MAX
CC_AMT_PAYMENT_CURRENT_MEAN,CC_AMT_PAYMENT_CURRENT_MEAN
CC_AMT_PAYMENT_CURRENT_SUM,CC_AMT_PAYMENT_CURRENT_SUM
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,CC_AMT_PAYMENT_TOTAL_CURRENT_MAX
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,CC_AMT_PAYMENT_TOTAL_CURRENT_SUM
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,CC_AMT_RECEIVABLE_PRINCIPAL_MAX
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,CC_AMT_RECEIVABLE_PRINCIPAL_MEAN
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,CC_AMT_RECEIVABLE_PRINCIPAL_SUM
CC_AMT_TOTAL_RECEIVABLE_MAX,CC_AMT_TOTAL_RECEIVABLE_MAX
CC_AMT_TOTAL_RECEIVABLE_MEAN,CC_AMT_TOTAL_RECEIVABLE_MEAN
CC_AMT_TOTAL_RECEIVABLE_SUM,CC_AMT_TOTAL_RECEIVABLE_SUM
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,CC_CNT_DRAWINGS_ATM_CURRENT_MAX
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,CC_CNT_DRAWINGS_ATM_CURRENT_SUM
CC_CNT_DRAWINGS_CURRENT_MAX,CC_CNT_DRAWINGS_CURRENT_MAX
CC_CNT_DRAWINGS_CURRENT_MEAN,CC_CNT_DRAWINGS_CURRENT_MEAN
CC_CNT_DRAWINGS_CURRENT_SUM,CC_CNT_DRAWINGS_CURRENT_SUM
CC_CNT_DRAWINGS_POS_CURRENT_MAX,CC_CNT_DRAWINGS_POS_CURRENT_MAX
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,CC_CNT_DRAWINGS_POS_CURRENT_MEAN
CC_CNT_DRAWINGS_POS_CURRENT_SUM,CC_CNT_DRAWINGS_POS_CURRENT_SUM
CC_CNT_INSTALMENT_MATURE_CUM_MAX,CC_CNT_INSTALMENT_MATURE_CUM_MAX
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,CC_CNT_INSTALMENT_MATURE_CUM_MEAN
CC_SK_DPD_MAX,CC_SK_DPD_MAX
CC_SK_DPD_MEAN,CC_SK_DPD_MEAN
CC_SK_DPD_SUM,CC_SK_DPD_SUM
CC_SK_DPD_DEF_MAX,CC_SK_DPD_DEF_MAX
CC_SK_DPD_DEF_MEAN,CC_SK_DPD_DEF_MEAN
CC_SK_DPD_DEF_SUM,CC_SK_DPD_DEF_SUM
CC_BALANCE_LIMIT_RATIO_MAX,CC_BALANCE_LIMIT_RATIO_MAX
CC_BALANCE_LIMIT_RATIO_MEAN,CC_BALANCE_LIMIT_RATIO_MEAN
CC_DRAWING_LIMIT_RATIO_MAX,CC_DRAWING_LIMIT_RATIO_MAX
CC_DRAWING_LIMIT_RATIO_MEAN,CC_DRAWING_LIMIT_RATIO_MEAN
CC_PAYMENT_MIN_RATIO_MAX,CC_PAYMENT_MIN_RATIO_MAX
CC_PAYMENT_MIN_RATIO_MEAN,CC_PAYMENT_MIN_RATIO_MEAN
CC_PAYMENT_TOTAL_RATIO_MAX,CC_PAYMENT_TOTAL_RATIO_MAX
CC_PAYMENT_TOTAL_RATIO_MEAN,CC_PAYMENT_TOTAL_RATIO_MEAN
CC_RECEIVABLE_LIMIT_RATIO_MAX,CC_RECEIVABLE_LIMIT_RATIO_MAX
CC_RECEIVABLE_LIMIT_RATIO_MEAN,CC_RECEIVABLE_LIMIT_RATIO_MEAN
CC_CC_LATE_FLAG_MEAN,CC_CC_LATE_FLAG_MEAN
CC_CC_LATE_FLAG_SUM,CC_CC_LATE_FLAG_SUM
CC_NAME_CONTRACT_STATUS_Active_MEAN,CC_NAME_CONTRACT_STATUS_Active_MEAN
CC_NAME_CONTRACT_STATUS_Approved_MEAN,CC_NAME_CONTRACT_STATUS_Approved_MEAN
CC_NAME_CONTRACT_STATUS_Completed_MEAN,CC_NAME_CONTRACT_STATUS_Completed_MEAN
CC_NAME_CONTRACT_STATUS_Demand_MEAN,CC_NAME_CONTRACT_STATUS_Demand_MEAN
CC_NAME_CONTRACT_STATUS_Refused_MEAN,CC_NAME_CONTRACT_STATUS_Refused_MEAN
CC_NAME_CONTRACT_STATUS_Sent proposal_MEAN,CC_NAME_CONTRACT_STATUS_Sent_proposal_MEAN
CC_NAME_CONTRACT_STATUS_Signed_MEAN,CC_NAME_CONTRACT_STATUS_Signed_MEAN
HAS_BUREAU_HISTORY,HAS_BUREAU_HISTORY
BUREAU_NON_NULL_RATIO,BUREAU_NON_NULL_RATIO
HAS_PREV_HISTORY,HAS_PREV_HISTORY
PREV_NON_NULL_RATIO,PREV_NON_NULL_RATIO
HAS_APPROVED_HISTORY,HAS_APPROVED_HISTORY
APPROVED_NON_NULL_RATIO,APPROVED_NON_NULL_RATIO
HAS_REFUSED_HISTORY,HAS_REFUSED_HISTORY
REFUSED_NON_NULL_RATIO,REFUSED_NON_NULL_RATIO
HAS_POS_HISTORY,HAS_POS_HISTORY
POS_NON_NULL_RATIO,POS_NON_NULL_RATIO
HAS_CC_HISTORY,HAS_CC_HISTORY
CC_NON_NULL_RATIO,CC_NON_NULL_RATIO
HAS_INS_HISTORY,HAS_INS_HISTORY
INS_NON_NULL_RATIO,INS_NON_NULL_RATIO
AMT_REQ_CREDIT_BUREAU_DAY_MISSING_FLAG,AMT_REQ_CREDIT_BUREAU_DAY_MISSING_FLAG
AMT_REQ_CREDIT_BUREAU_HOUR_MISSING_FLAG,AMT_REQ_CREDIT_BUREAU_HOUR_MISSING_FLAG
AMT_REQ_CREDIT_BUREAU_MON_MISSING_FLAG,AMT_REQ_CREDIT_BUREAU_MON_MISSING_FLAG
AMT_REQ_CREDIT_BUREAU_QRT_MISSING_FLAG,AMT_REQ_CREDIT_BUREAU_QRT_MISSING_FLAG
AMT_REQ_CREDIT_BUREAU_WEEK_MISSING_FLAG,AMT_REQ_CREDIT_BUREAU_WEEK_MISSING_FLAG
AMT_REQ_CREDIT_BUREAU_YEAR_MISSING_FLAG,AMT_REQ_CREDIT_BUREAU_YEAR_MISSING_FLAG
APARTMENTS_AVG_MISSING_FLAG,APARTMENTS_AVG_MISSING_FLAG
APARTMENTS_MEDI_MISSING_FLAG,APARTMENTS_MEDI_MISSING_FLAG
APARTMENTS_MODE_MISSING_FLAG,APARTMENTS_MODE_MISSING_FLAG
