,column,count,missing_count_x,missing_pct,min_value,max_value,range_value,mean_value,median_value,std_dev,coef_of_variation,p25,p75,iqr_x,skewness_x,kurtosis_x,zero_count,negative_count,q1_x,q3_x,iqr_y,lower_bound,upper_bound,outlier_count_x,outlier_percentage,dtype,non_null_count,missing_count_y,missing_rate,unique_count,mean,median,std,min,q1_y,q3_y,max,iqr,skewness_y,kurtosis_y,outlier_count_y,outlier_rate,skew_label,variance_flag,normality_pvalue,normality_label
136,BUREAU_DAYS_CREDIT_VAR,227419,80092,26.0452,0.0,4173160.5,4173160.5,490515.1917,385106.5667,467232.6465,0.9525,124895.4712,722153.9833,597258.5122,1.8149,5.759,1962,0,124895.4712,722153.9833,597258.5122,-770992.2971,1618041.7516,5989,2.6335,float64,227419,80092,0.2605,190248,490515.1917,385106.5667,467232.6465,0.0,124895.4712,722153.9833,4173160.5,597258.5122,1.8149,5.7592,5989,0.0263,highly_skewed,variable,0.0,non_normal
137,BUREAU_SK_ID_BUREAU_NUNIQUE,263491,44020,14.3149,1.0,116.0,115.0,5.5612,4.0,4.3779,0.7872,2.0,8.0,6.0,1.8238,7.4378,0,0,2.0,8.0,6.0,-7.0,17.0,5448,2.0676,float64,263491,44020,0.1431,60,5.5612,4.0,4.3779,1.0,2.0,8.0,116.0,6.0,1.8238,7.438,5448,0.0207,highly_skewed,variable,0.0,non_normal
138,BUREAU_TOTAL_DEBT_CREDIT_RATIO,262408,45103,14.6671,-175.2892,7.7891,183.0783,0.2823,0.2091,0.4513,1.5989,0.0,0.4829,0.4829,-224.0258,87256.0744,76030,1265,0.0,0.4829,0.4829,-0.7244,1.2073,340,0.1296,float64,262408,45103,0.1467,184777,0.2823,0.2091,0.4513,-175.2892,0.0,0.4829,7.7891,0.4829,-224.0271,87257.737,340,0.0013,highly_skewed,variable,0.0,non_normal
139,BUREAU_TOTAL_OVERDUE_DEBT_RATIO,186442,121069,39.3706,-0.6242,91.0,91.6242,0.0019,0.0,0.2399,128.2231,0.0,0.0,0.0,314.4194,113520.8292,183398,4,0.0,0.0,0.0,0.0,0.0,3044,1.6327,float64,186442,121069,0.3937,2995,0.0019,0.0,0.2399,-0.6242,0.0,0.0,91.0,0.0,314.422,113523.8736,0,0.0,highly_skewed,variable,0.0,non_normal
140,CC_AMT_BALANCE_MAX,86905,220606,71.7392,0.0,1354829.265,1354829.265,144501.3066,97424.325,172808.9792,1.1959,0.0,195182.46,195182.46,1.8132,3.9029,27328,0,0.0,195182.46,195182.46,-292773.69,487956.15,3338,3.841,float64,86905,220606,0.7174,56722,144501.3066,97424.325,172808.9792,0.0,0.0,195182.46,1354829.265,195182.46,1.8132,3.9032,3338,0.0384,highly_skewed,variable,0.0,non_normal
141,CC_AMT_BALANCE_MEAN,86905,220606,71.7392,-2930.2326,928686.3236,931616.5561,71459.927,26793.6063,109056.5182,1.5261,0.0,98610.5025,98610.5025,2.596,8.7296,27305,28,0.0,98610.5025,98610.5025,-147915.7538,246526.2562,6144,7.0698,float64,86905,220606,0.7174,59467,71459.927,26793.6063,109056.5182,-2930.2326,0.0,98610.5025,928686.3236,98610.5025,2.596,8.7302,6144,0.0707,highly_skewed,variable,0.0,non_normal
142,CC_AMT_BALANCE_SUM,86905,220606,71.7392,-126000.0,29980484.415,30106484.415,2194196.0752,738575.28,3266996.393,1.4889,0.0,3075180.345,3075180.345,2.1097,4.9176,27305,28,0.0,3075180.345,3075180.345,-4612770.5175,7687950.8625,6905,7.9455,float64,86905,220606,0.7174,58810,2194196.0752,738575.28,3266996.393,-126000.0,0.0,3075180.345,29980484.415,3075180.345,2.1098,4.918,6905,0.0795,highly_skewed,variable,0.0,non_normal
143,CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,86905,220606,71.7392,0.0,1350000.0,1350000.0,249709.1192,180000.0,202159.5725,0.8096,112500.0,315000.0,202500.0,1.5576,2.0908,869,0,112500.0,315000.0,202500.0,-191250.0,618750.0,6357,7.3149,float64,86905,220606,0.7174,54,249709.1192,180000.0,202159.5725,0.0,112500.0,315000.0,1350000.0,202500.0,1.5577,2.0909,6357,0.0731,highly_skewed,variable,0.0,non_normal
144,CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,86905,220606,71.7392,0.0,1350000.0,1350000.0,208260.5793,149727.2727,191529.9307,0.9197,82840.9091,268783.7838,185942.8747,1.8068,3.2232,869,0,82840.9091,268783.7838,185942.8747,-196073.4029,547698.0958,5927,6.8201,float64,86905,220606,0.7174,11313,208260.5793,149727.2727,191529.9307,0.0,82840.9091,268783.7838,1350000.0,185942.8747,1.8069,3.2234,5927,0.0682,highly_skewed,variable,0.0,non_normal
145,CC_AMT_DRAWINGS_ATM_CURRENT_MAX,61140,246371,80.1178,0.0,2115000.0,2115000.0,106144.5625,90000.0,107504.0298,1.0128,31500.0,139500.0,108000.0,2.4743,13.4348,9852,0,31500.0,139500.0,108000.0,-130500.0,301500.0,3010,4.9231,float64,61140,246371,0.8012,1305,106144.5625,90000.0,107504.0298,0.0,31500.0,139500.0,2115000.0,108000.0,2.4744,13.436,3010,0.0492,highly_skewed,variable,0.0,non_normal
146,CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,61140,246371,80.1178,0.0,904500.0,904500.0,12291.5861,4560.8108,21780.1256,1.772,1137.4657,15653.1929,14515.7273,7.9206,157.8599,9852,0,1137.4657,15653.1929,14515.7273,-20636.1253,37426.7838,4855,7.9408,float64,61140,246371,0.8012,22420,12291.5861,4560.8108,21780.1256,0.0,1137.4657,15653.1929,904500.0,14515.7273,7.9208,157.8729,4855,0.0794,highly_skewed,variable,0.0,non_normal
147,CC_AMT_DRAWINGS_ATM_CURRENT_SUM,86905,220606,71.7392,0.0,8384850.0,8384850.0,181772.1796,67500.0,295266.6553,1.6244,0.0,247500.0,247500.0,4.1759,44.73,35617,0,0.0,247500.0,247500.0,-371250.0,618750.0,6364,7.3229,float64,86905,220606,0.7174,5016,181772.1796,67500.0,295266.6553,0.0,0.0,247500.0,8384850.0,247500.0,4.1759,44.7326,6364,0.0732,highly_skewed,variable,0.0,non_normal
148,CC_AMT_DRAWINGS_CURRENT_MAX,86905,220606,71.7392,0.0,2115000.0,2115000.0,99849.9913,69611.31,122362.1456,1.2255,0.0,140004.45,140004.45,2.6359,13.7697,27269,0,0.0,140004.45,140004.45,-210006.675,350011.125,3875,4.4589,float64,86905,220606,0.7174,24117,99849.9913,69611.31,122362.1456,0.0,0.0,140004.45,2115000.0,140004.45,2.6359,13.7706,3875,0.0446,highly_skewed,variable,0.0,non_normal
149,CC_AMT_DRAWINGS_CURRENT_MEAN,86905,220606,71.7392,0.0,1125000.0,1125000.0,13913.4751,3473.6719,26610.583,1.9126,0.0,18333.9979,18333.9979,7.1673,128.2658,27269,0,0.0,18333.9979,18333.9979,-27500.9969,45834.9949,6418,7.3851,float64,86905,220606,0.7174,49079,13913.4751,3473.6719,26610.583,0.0,0.0,18333.9979,1125000.0,18333.9979,7.1674,128.2732,6418,0.0739,highly_skewed,variable,0.0,non_normal
150,CC_AMT_DRAWINGS_CURRENT_SUM,86905,220606,71.7392,0.0,18469299.195,18469299.195,278357.2799,146978.505,445012.8617,1.5987,0.0,367370.775,367370.775,6.5401,123.3856,27269,0,0.0,367370.775,367370.775,-551056.1625,918426.9375,5685,6.5416,float64,86905,220606,0.7174,40377,278357.2799,146978.505,445012.8617,0.0,0.0,367370.775,18469299.195,367370.775,6.5403,123.3928,5685,0.0654,highly_skewed,variable,0.0,non_normal
151,CC_AMT_DRAWINGS_POS_CURRENT_MAX,61140,246371,80.1178,0.0,2060030.16,2060030.16,43479.9932,6560.325,82772.0102,1.9037,0.0,56967.3337,56967.3337,4.9347,47.1041,26944,0,0.0,56967.3338,56967.3338,-85451.0006,142418.3344,4905,8.0226,float64,61140,246371,0.8012,28865,43479.9932,6560.325,82772.0102,0.0,0.0,56967.3338,2060030.16,56967.3338,4.9348,47.108,4905,0.0802,highly_skewed,variable,0.0,non_normal
152,CC_AMT_DRAWINGS_POS_CURRENT_MEAN,61140,246371,80.1178,0.0,918645.4598,918645.4598,8304.0155,309.375,22454.0897,2.704,0.0,8320.5725,8320.5725,10.8757,231.9396,26944,0,0.0,8320.5725,8320.5725,-12480.8588,20801.4312,7314,11.9627,float64,61140,246371,0.8012,33409,8304.0155,309.375,22454.0897,0.0,0.0,8320.5725,918645.4598,8320.5725,10.876,231.9586,7314,0.1196,highly_skewed,variable,0.0,non_normal
153,CC_AMT_DRAWINGS_POS_CURRENT_SUM,86905,220606,71.7392,0.0,18372909.195,18372909.195,87024.4003,0.0,297187.18,3.415,0.0,59821.965,59821.965,16.1544,574.5393,52709,0,0.0,59821.965,59821.965,-89732.9475,149554.9125,13477,15.5077,float64,86905,220606,0.7174,31661,87024.4003,0.0,297187.18,0.0,0.0,59821.965,18372909.195,59821.965,16.1547,574.5724,13477,0.1551,highly_skewed,variable,0.0,non_normal
154,CC_AMT_INST_MIN_REGULARITY_MAX,86905,220606,71.7392,0.0,202882.005,202882.005,7245.026,4917.06,8649.9103,1.1939,0.0,9600.75,9600.75,2.0778,9.6102,27626,0,0.0,9600.75,9600.75,-14401.125,24001.875,3511,4.04,float64,86905,220606,0.7174,32000,7245.026,4917.06,8649.9103,0.0,0.0,9600.75,202882.005,9600.75,2.0778,9.6108,3511,0.0404,highly_skewed,variable,0.0,non_normal
155,CC_AMT_INST_MIN_REGULARITY_MEAN,86905,220606,71.7392,0.0,43014.1264,43014.1264,3606.6482,1698.9356,5145.8911,1.4268,0.0,5085.8729,5085.8729,2.4084,7.5039,27626,0,0.0,5085.8729,5085.8729,-7628.8093,12714.6822,5505,6.3345,float64,86905,220606,0.7174,57384,3606.6482,1698.9356,5145.8911,0.0,0.0,5085.8729,43014.1264,5085.8729,2.4084,7.5044,5505,0.0633,highly_skewed,variable,0.0,non_normal
156,CC_AMT_PAYMENT_CURRENT_MAX,61060,246451,80.1438,0.0,4289207.445,4289207.445,118779.5363,65250.0,149525.3729,1.2588,22500.0,156600.0,134100.0,3.0936,22.2057,129,0,22500.0,156600.0,134100.0,-178650.0,357750.0,4669,7.6466,float64,61060,246451,0.8014,25753,118779.5363,65250.0,149525.3729,0.0,22500.0,156600.0,4289207.445,134100.0,3.0937,22.2077,4669,0.0765,highly_skewed,variable,0.0,non_normal
157,CC_AMT_PAYMENT_CURRENT_MEAN,61060,246451,80.1438,0.0,1125000.0,1125000.0,18028.6762,9808.7364,28294.1239,1.5694,4670.1598,21395.9117,16725.7519,8.7251,166.7905,129,0,4670.1598,21395.9117,16725.7519,-20418.468,46484.5395,4666,7.6417,float64,61060,246451,0.8014,56763,18028.6762,9808.7364,28294.1239,0.0,4670.1598,21395.9117,1125000.0,16725.7519,8.7253,166.8042,4666,0.0764,highly_skewed,variable,0.0,non_normal
158,CC_AMT_PAYMENT_CURRENT_SUM,86905,220606,71.7392,0.0,19347594.795,19347594.795,307243.4521,145804.5,469461.5187,1.528,0.0,441567.9,441567.9,5.6713,98.769,25974,0,0.0,441567.9,441567.9,-662351.85,1103919.75,4484,5.1597,float64,86905,220606,0.7174,54228,307243.4521,145804.5,469461.5187,0.0,0.0,441567.9,19347594.795,441567.9,5.6714,98.7747,4484,0.0516,highly_skewed,variable,0.0,non_normal
159,CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,86905,220606,71.7392,0.0,4278315.69,4278315.69,81876.3609,24355.71,135156.9264,1.6507,0.0,108900.0,108900.0,3.4662,26.3418,26218,0,0.0,108900.0,108900.0,-163350.0,272250.0,6561,7.5496,float64,86905,220606,0.7174,30350,81876.3609,24355.71,135156.9264,0.0,0.0,108900.0,4278315.69,108900.0,3.4662,26.3434,6561,0.0755,highly_skewed,variable,0.0,non_normal
160,CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,86905,220606,71.7392,0.0,1125000.0,1125000.0,10427.5389,4093.9719,21755.9849,2.0864,0.0,12003.03,12003.03,10.5577,263.9003,26218,0,0.0,12003.03,12003.03,-18004.545,30007.575,7410,8.5266,float64,86905,220606,0.7174,57831,10427.5389,4093.9719,21755.9849,0.0,0.0,12003.03,1125000.0,12003.03,10.5578,263.9156,7410,0.0853,highly_skewed,variable,0.0,non_normal
161,CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,86905,220606,71.7392,0.0,19210117.365,19210117.365,283534.5677,123576.75,450927.6004,1.5904,0.0,399150.0,399150.0,5.9706,108.5219,26218,0,0.0,399150.0,399150.0,-598725.0,997875.0,5074,5.8386,float64,86905,220606,0.7174,52944,283534.5677,123576.75,450927.6004,0.0,0.0,399150.0,19210117.365,399150.0,5.9707,108.5282,5074,0.0584,highly_skewed,variable,0.0,non_normal
162,CC_AMT_RECEIVABLE_PRINCIPAL_MAX,86905,220606,71.7392,0.0,1354829.265,1354829.265,137947.7485,90000.0,166084.8631,1.204,0.0,180000.0,180000.0,1.84,4.0261,28020,0,0.0,180000.0,180000.0,-270000.0,450000.0,3387,3.8974,float64,86905,220606,0.7174,46271,137947.7485,90000.0,166084.8631,0.0,0.0,180000.0,1354829.265,180000.0,1.84,4.0264,3387,0.039,highly_skewed,variable,0.0,non_normal
163,CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,86905,220606,71.7392,-2930.2326,884547.8807,887478.1133,68748.9719,25546.9941,105308.9657,1.5318,0.0,94436.1266,94436.1266,2.6124,8.8452,27991,34,0.0,94436.1266,94436.1266,-141654.1899,236090.3165,6216,7.1526,float64,86905,220606,0.7174,58549,68748.9719,25546.9941,105308.9657,-2930.2326,0.0,94436.1266,884547.8807,94436.1266,2.6125,8.8458,6216,0.0715,highly_skewed,variable,0.0,non_normal
164,CC_AMT_RECEIVABLE_PRINCIPAL_SUM,86905,220606,71.7392,-126000.0,28641132.495,28767132.495,2106048.9352,706354.785,3139087.5002,1.4905,0.0,2946160.665,2946160.665,2.1082,4.8706,27991,34,0.0,2946160.665,2946160.665,-4419240.9975,7365401.6625,6934,7.9788,float64,86905,220606,0.7174,57768,2106048.9352,706354.785,3139087.5002,-126000.0,0.0,2946160.665,28641132.495,2946160.665,2.1082,4.8709,6934,0.0798,highly_skewed,variable,0.0,non_normal
165,CC_AMT_TOTAL_RECEIVABLE_MAX,86905,220606,71.7392,0.0,1354829.265,1354829.265,143488.4872,96866.37,171674.7913,1.1964,0.0,194503.32,194503.32,1.8147,3.913,27528,0,0.0,194503.32,194503.32,-291754.98,486258.3,3296,3.7926,float64,86905,220606,0.7174,56422,143488.4872,96866.37,171674.7913,0.0,0.0,194503.32,1354829.265,194503.32,1.8148,3.9133,3296,0.0379,highly_skewed,variable,0.0,non_normal
166,CC_AMT_TOTAL_RECEIVABLE_MEAN,86905,220606,71.7392,-2930.2326,913096.6393,916026.8718,70985.789,26559.8,108442.4341,1.5277,0.0,97909.0241,97909.0241,2.5991,8.7481,27131,456,0.0,97909.0241,97909.0241,-146863.5361,244772.5602,6153,7.0801,float64,86905,220606,0.7174,59521,70985.789,26559.8,108442.4341,-2930.2326,0.0,97909.0241,913096.6393,97909.0241,2.5991,8.7487,6153,0.0708,highly_skewed,variable,0.0,non_normal
167,CC_AMT_TOTAL_RECEIVABLE_SUM,86905,220606,71.7392,-172641.24,30461241.915,30633883.155,2186740.0625,729873.225,3263125.987,1.4922,0.0,3061620.855,3061620.855,2.1168,4.9717,27131,456,0.0,3061620.855,3061620.855,-4592431.2825,7654052.1375,6935,7.98,float64,86905,220606,0.7174,58867,2186740.0625,729873.225,3263125.987,-172641.24,0.0,3061620.855,30461241.915,3061620.855,2.1168,4.9721,6935,0.0798,highly_skewed,variable,0.0,non_normal
168,CC_BALANCE_LIMIT_RATIO_MAX,86036,221475,72.0218,0.0,11.7775,11.7775,0.6311,0.9526,0.4821,0.7639,0.0,1.0448,1.0448,-0.235,1.79,26600,0,0.0,1.0448,1.0448,-1.5672,2.6121,15,0.0174,float64,86036,221475,0.7202,56087,0.6311,0.9526,0.4821,0.0,0.0,1.0448,11.7775,1.0448,-0.235,1.7902,15,0.0002,approximately_symmetric,variable,0.0,non_normal
169,CC_BALANCE_LIMIT_RATIO_MEAN,86036,221475,72.0218,-0.0848,2.1388,2.2236,0.327,0.2534,0.3254,0.9952,0.0,0.592,0.592,0.5574,-1.0278,26577,28,0.0,0.592,0.592,-0.888,1.48,3,0.0035,float64,86036,221475,0.7202,59104,0.327,0.2534,0.3254,-0.0848,0.0,0.592,2.1388,0.592,0.5574,-1.0278,3,0.0,moderately_skewed,variable,0.0,non_normal
170,CC_CC_LATE_FLAG_MEAN,86905,220606,71.7392,0.0,0.9895,0.9895,0.0208,0.0,0.0776,3.7324,0.0,0.0,0.0,6.4251,49.391,69023,0,0.0,0.0,0.0,0.0,0.0,17882,20.5765,float64,86905,220606,0.7174,1422,0.0208,0.0,0.0776,0.0,0.0,0.0,0.9895,0.0,6.4252,49.3939,0,0.0,highly_skewed,variable,0.0,non_normal
171,CC_CC_LATE_FLAG_SUM,86905,220606,71.7392,0.0,94.0,94.0,1.5433,0.0,6.2381,4.042,0.0,0.0,0.0,6.9816,58.0609,69023,0,0.0,0.0,0.0,0.0,0.0,17882,20.5765,float64,86905,220606,0.7174,91,1.5433,0.0,6.2381,0.0,0.0,0.0,94.0,0.0,6.9817,58.0643,0,0.0,highly_skewed,variable,0.0,non_normal
172,CC_CNT_DRAWINGS_ATM_CURRENT_MAX,61140,246371,80.1178,0.0,51.0,51.0,3.9959,3.0,3.6392,0.9107,2.0,6.0,4.0,1.9598,7.8541,9852,0,2.0,6.0,4.0,-4.0,12.0,1856,3.0357,float64,61140,246371,0.8012,44,3.9959,3.0,3.6392,0.0,2.0,6.0,51.0,4.0,1.9599,7.8549,1856,0.0304,highly_skewed,variable,0.0,non_normal
173,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,61140,246371,80.1178,0.0,35.0,35.0,0.5662,0.2708,0.8804,1.5548,0.063,0.7313,0.6683,6.2356,114.673,9852,0,0.063,0.7313,0.6683,-0.9395,1.7339,4499,7.3585,float64,61140,246371,0.8012,3385,0.5662,0.2708,0.8804,0.0,0.063,0.7313,35.0,0.6683,6.2358,114.6825,4499,0.0736,highly_skewed,variable,0.0,non_normal
174,CC_CNT_DRAWINGS_ATM_CURRENT_SUM,86905,220606,71.7392,0.0,390.0,390.0,9.5052,3.0,15.1715,1.5961,0.0,13.0,13.0,3.1446,19.5849,35617,0,0.0,13.0,13.0,-19.5,32.5,6470,7.4449,float64,86905,220606,0.7174,163,9.5052,3.0,15.1715,0.0,0.0,13.0,390.0,13.0,3.1447,19.5861,6470,0.0744,highly_skewed,variable,0.0,non_normal
175,CC_CNT_DRAWINGS_CURRENT_MAX,86905,220606,71.7392,0.0,165.0,165.0,6.8036,3.0,10.5724,1.5539,0.0,8.0,8.0,3.352,17.2773,27733,0,0.0,8.0,8.0,-12.0,20.0,7280,8.377,float64,86905,220606,0.7174,119,6.8036,3.0,10.5724,0.0,0.0,8.0,165.0,8.0,3.3521,17.2784,7280,0.0838,highly_skewed,variable,0.0,non_normal
176,CC_CNT_DRAWINGS_CURRENT_MEAN,86905,220606,71.7392,0.0,118.25,118.25,1.5417,0.2162,3.6932,2.3956,0.0,1.3243,1.3243,5.9897,65.0786,27733,0,0.0,1.3243,1.3243,-1.9865,3.3108,11343,13.0522,float64,86905,220606,0.7174,6584,1.5417,0.2162,3.6932,0.0,0.0,1.3243,118.25,1.3243,5.9898,65.0824,11343,0.1305,highly_skewed,variable,0.0,non_normal
177,CC_CNT_DRAWINGS_CURRENT_SUM,86905,220606,71.7392,0.0,2298.0,2298.0,26.043,9.0,52.1184,2.0012,0.0,30.0,30.0,7.2163,122.7763,27733,0,0.0,30.0,30.0,-45.0,75.0,7572,8.713,float64,86905,220606,0.7174,548,26.043,9.0,52.1184,0.0,0.0,30.0,2298.0,30.0,7.2164,122.7834,7572,0.0871,highly_skewed,variable,0.0,non_normal
178,CC_CNT_DRAWINGS_POS_CURRENT_MAX,61140,246371,80.1178,0.0,165.0,165.0,6.4095,1.0,11.6916,1.8241,0.0,8.0,8.0,3.1902,14.7476,26944,0,0.0,8.0,8.0,-12.0,20.0,5978,9.7776,float64,61140,246371,0.8012,123,6.4095,1.0,11.6916,0.0,0.0,8.0,165.0,8.0,3.1902,14.7489,5978,0.0978,highly_skewed,variable,0.0,non_normal
179,CC_CNT_DRAWINGS_POS_CURRENT_MEAN,61140,246371,80.1178,0.0,118.25,118.25,1.7501,0.0455,4.2749,2.4427,0.0,1.4286,1.4286,5.3478,50.2581,26944,0,0.0,1.4286,1.4286,-2.1429,3.5714,9000,14.7203,float64,61140,246371,0.8012,5024,1.7501,0.0455,4.2749,0.0,0.0,1.4286,118.25,1.4286,5.348,50.2623,9000,0.1472,highly_skewed,variable,0.0,non_normal
180,CC_CNT_DRAWINGS_POS_CURRENT_SUM,86905,220606,71.7392,0.0,2298.0,2298.0,16.3873,0.0,48.9713,2.9884,0.0,9.0,9.0,8.4641,156.7986,52709,0,0.0,9.0,9.0,-13.5,22.5,15072,17.3431,float64,86905,220606,0.7174,532,16.3873,0.0,48.9713,0.0,0.0,9.0,2298.0,9.0,8.4642,156.8077,15072,0.1734,highly_skewed,variable,0.0,non_normal
181,CC_CNT_INSTALMENT_MATURE_CUM_MAX,86905,220606,71.7392,0.0,120.0,120.0,16.2876,8.0,21.6514,1.3293,0.0,23.0,23.0,1.757,2.6714,27390,0,0.0,23.0,23.0,-34.5,57.5,6271,7.2159,float64,86905,220606,0.7174,120,16.2876,8.0,21.6514,0.0,0.0,23.0,120.0,23.0,1.757,2.6716,6271,0.0722,highly_skewed,variable,0.0,non_normal
182,CC_CNT_INSTALMENT_MATURE_CUM_MEAN,86905,220606,71.7392,0.0,73.0625,73.0625,10.2023,3.8889,13.5393,1.3271,0.0,15.3667,15.3667,1.459,1.13,27390,0,0.0,15.3667,15.3667,-23.05,38.4167,5629,6.4772,float64,86905,220606,0.7174,13923,10.2023,3.8889,13.5393,0.0,0.0,15.3667,73.0625,15.3667,1.459,1.1301,5629,0.0648,highly_skewed,variable,0.0,non_normal
183,CC_DRAWING_LIMIT_RATIO_MAX,86036,221475,72.0218,0.0,12.5211,12.5211,0.4837,0.4992,0.4372,0.9038,0.0,0.918,0.918,1.2754,17.6024,27231,0,0.0,0.918,0.918,-1.377,2.295,99,0.1151,float64,86036,221475,0.7202,24356,0.4837,0.4992,0.4372,0.0,0.0,0.918,12.5211,0.918,1.2754,17.6035,99,0.0012,highly_skewed,variable,0.0,non_normal
184,CC_DRAWING_LIMIT_RATIO_MEAN,86036,221475,72.0218,0.0,3.105,3.105,0.0642,0.0314,0.0987,1.538,0.0,0.0891,0.0891,4.5125,50.3003,27231,0,0.0,0.0891,0.0891,-0.1337,0.2228,4680,5.4396,float64,86036,221475,0.7202,48938,0.0642,0.0314,0.0987,0.0,0.0,0.0891,3.105,0.0891,4.5126,50.3033,4680,0.0544,highly_skewed,variable,0.0,non_normal
185,CC_MONTHS_BALANCE_MAX,86905,220606,71.7392,-5.0,-1.0,4.0,-1.498,-1.0,0.6928,0.4625,-2.0,-1.0,1.0,-1.375,1.6916,0,86905,-2.0,-1.0,1.0,-3.5,0.5,1588,1.8273,float64,86905,220606,0.7174,5,-1.498,-1.0,0.6928,-5.0,-2.0,-1.0,-1.0,1.0,-1.375,1.6918,1588,0.0183,highly_skewed,variable,0.0,non_normal
186,CC_MONTHS_BALANCE_MIN,86905,220606,71.7392,-96.0,-1.0,95.0,-37.5845,-22.0,33.6006,0.894,-76.0,-10.0,66.0,-0.7672,-1.0714,0,86905,-76.0,-10.0,66.0,-175.0,89.0,0,0.0,float64,86905,220606,0.7174,96,-37.5845,-22.0,33.6006,-96.0,-76.0,-10.0,-1.0,66.0,-0.7672,-1.0714,0,0.0,moderately_skewed,variable,0.0,non_normal
187,CC_MONTHS_BALANCE_SIZE,86905,220606,71.7392,1.0,192.0,191.0,37.1436,22.0,33.6985,0.9072,10.0,75.0,65.0,0.7733,-1.0522,0,0,10.0,75.0,65.0,-87.5,172.5,2,0.0023,float64,86905,220606,0.7174,128,37.1436,22.0,33.6985,1.0,10.0,75.0,192.0,65.0,0.7733,-1.0522,2,0.0,moderately_skewed,variable,0.0,non_normal
188,CC_NAME_CONTRACT_STATUS_Active_MEAN,86905,220606,71.7392,0.0,1.0,1.0,0.9669,1.0,0.1063,0.1099,1.0,1.0,0.0,-4.4188,23.3769,67,0,1.0,1.0,0.0,1.0,1.0,14687,16.9001,float64,86905,220606,0.7174,1004,0.9669,1.0,0.1063,0.0,1.0,1.0,1.0,0.0,-4.4189,23.3783,0,0.0,highly_skewed,variable,0.0,non_normal
189,CC_NAME_CONTRACT_STATUS_Approved_MEAN,86905,220606,71.7392,0.0,0.0119,0.0119,0.0,0.0,0.0001,131.9742,0.0,0.0,0.0,132.2555,17528.9937,86900,0,0.0,0.0,0.0,0.0,0.0,5,0.0058,float64,86905,220606,0.7174,6,0.0,0.0,0.0001,0.0,0.0,0.0,0.0119,0.0,132.2578,17530.0023,0,0.0,highly_skewed,variable,0.0,non_normal
190,CC_NAME_CONTRACT_STATUS_Completed_MEAN,86905,220606,71.7392,0.0,1.0,1.0,0.0292,0.0,0.1012,3.4692,0.0,0.0,0.0,4.5341,24.2554,76297,0,0.0,0.0,0.0,0.0,0.0,10608,12.2064,float64,86905,220606,0.7174,925,0.0292,0.0,0.1012,0.0,0.0,0.0,1.0,0.0,4.5342,24.2568,0,0.0,highly_skewed,variable,0.0,non_normal
191,CC_NAME_CONTRACT_STATUS_Demand_MEAN,86905,220606,71.7392,0.0,0.9158,0.9158,0.0001,0.0,0.0087,82.7849,0.0,0.0,0.0,86.6597,7747.5395,86890,0,0.0,0.0,0.0,0.0,0.0,15,0.0173,float64,86905,220606,0.7174,16,0.0001,0.0,0.0087,0.0,0.0,0.0,0.9158,0.0,86.6612,7747.9854,0,0.0,highly_skewed,variable,0.0,non_normal
192,CC_NAME_CONTRACT_STATUS_Refused_MEAN,86905,220606,71.7392,0.0,0.0139,0.0139,0.0,0.0,0.0002,78.9785,0.0,0.0,0.0,79.3629,6328.2206,86891,0,0.0,0.0,0.0,0.0,0.0,14,0.0161,float64,86905,220606,0.7174,14,0.0,0.0,0.0002,0.0,0.0,0.0,0.0139,0.0,79.3643,6328.5848,0,0.0,highly_skewed,variable,0.0,non_normal
193,CC_NAME_CONTRACT_STATUS_Sent proposal_MEAN,86905,220606,71.7392,0.0,0.0244,0.0244,0.0001,0.0,0.0009,13.8106,0.0,0.0,0.0,14.0322,201.3481,86445,0,0.0,0.0,0.0,0.0,0.0,460,0.5293,float64,86905,220606,0.7174,34,0.0001,0.0,0.0009,0.0,0.0,0.0,0.0244,0.0,14.0324,201.3598,0,0.0,highly_skewed,variable,0.0,non_normal
194,CC_NAME_CONTRACT_STATUS_Signed_MEAN,86905,220606,71.7392,0.0,1.0,1.0,0.0037,0.0,0.0319,8.5286,0.0,0.0,0.0,18.6819,463.4523,82614,0,0.0,0.0,0.0,0.0,0.0,4291,4.9376,float64,86905,220606,0.7174,252,0.0037,0.0,0.0319,0.0,0.0,0.0,1.0,0.0,18.6822,463.479,0,0.0,highly_skewed,variable,0.0,non_normal
195,CC_NAME_CONTRACT_STATUS_nan_MEAN,86905,220606,71.7392,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,86905,0,0.0,0.0,0.0,0.0,0.0,0,0.0,float64,86905,220606,0.7174,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,approximately_symmetric,constant,,constant
