,column,dtype,non_null_count,missing_count_x,missing_pct,cardinality_count,cardinality_group,high_cardinality_flag,very_high_cardinality_flag,potential_id_flag,numeric_categorical_flag,encoding_recommendation,sample_values,unique_count,missing_count_y,missing_percentage,top_category,top_category_percentage,rare_category_count,rare_category_percentage,rare_grouping_recommended,category_distribution_balance,normalized_entropy,high_cardinality,unseen_category_risk,unseen_category_count,unseen_category_ratio,unseen_categories,potential_typos,train_category_count,test_category_count,train_top_categories,test_top_categories
90,BUREAU_BUREAU_OVERDUE_DEBT_RATIO_RAW_MEAN,float64,186442,121069,39.37,2224,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.0032904746517339', '0.0137886504622365', '6.169750399319957e-05', '1.6376797353509547e-05']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
91,BUREAU_CLOSED_AMT_CREDIT_SUM_MEAN,float64,230165,77346,25.15,171533,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['63844.5', '43425.0', '30824.775', '53607.375', '101615.810625']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
92,BUREAU_CLOSED_AMT_CREDIT_SUM_SUM,float64,230165,77346,25.15,168797,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['383067.0', '369488.7', '321501.645', '493951.5', '220410.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
93,BUREAU_CLOSED_DAYS_CREDIT_MAX,float64,230165,77346,25.15,2921,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-476.0', '-2233.0', '-344.0', '-1024.0', '-58.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
94,BUREAU_CLOSED_DAYS_CREDIT_MEAN,float64,230165,77346,25.15,44873,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-974.5', '-1784.076923076923', '-2089.6666666666665', '-1171.375', '-1553.3076923076924']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
95,BUREAU_CLOSED_DAYS_CREDIT_MIN,float64,230165,77346,25.15,2912,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-1437.0', '-1429.0', '-2577.0', '-1355.0', '-1418.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
96,BUREAU_CNT_CREDIT_PROLONG_MEAN,float64,263491,44020,14.31,111,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '0.0952380952380952', '0.05', '0.15', '1.3333333333333333']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
97,BUREAU_CNT_CREDIT_PROLONG_SUM,float64,263491,44020,14.31,10,low_cardinality,False,False,False,True,one_hot_encoding or label_encoding,"['0.0', '2.0', '6.0', '5.0', '9.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
98,BUREAU_CREDIT_ACTIVE_Active_MEAN,float64,263491,44020,14.31,296,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.25', '0.6923076923076923', '0.1923076923076923', '0.2068965517241379', '0.5416666666666666']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
99,BUREAU_CREDIT_ACTIVE_Bad debt_MEAN,float64,263491,44020,14.31,15,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.04', '0.1428571428571428', '0.2', '0.25']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
100,BUREAU_CREDIT_ACTIVE_Closed_MEAN,float64,263491,44020,14.31,304,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.75', '0.8125', '0.6842105263157895', '0.3529411764705882', '0.4583333333333333']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
101,BUREAU_CREDIT_ACTIVE_Sold_MEAN,float64,263491,44020,14.31,70,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '0.05', '0.0384615384615384', '0.08', '0.0227272727272727']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
102,BUREAU_CREDIT_ACTIVE_nan_MEAN,float64,263491,44020,14.31,1,single_category,False,False,False,False,drop_column (constant),['0.0'],,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
103,BUREAU_CREDIT_CURRENCY_currency 1_MEAN,float64,263491,44020,14.31,57,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['1.0', '0.9285714285714286', '0.9333333333333332', '0.9130434782608696', '0.7647058823529411']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
104,BUREAU_CREDIT_CURRENCY_currency 2_MEAN,float64,263491,44020,14.31,55,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '0.1111111111111111', '0.0666666666666666', '0.04', '0.0277777777777777']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
105,BUREAU_CREDIT_CURRENCY_currency 3_MEAN,float64,263491,44020,14.31,33,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.0909090909090909', '0.0625', '0.0357142857142857', '0.0384615384615384']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
106,BUREAU_CREDIT_CURRENCY_currency 4_MEAN,float64,263491,44020,14.31,7,low_cardinality,False,False,False,True,one_hot_encoding or label_encoding,"['0.0', '0.25', '0.0555555555555555', '0.1111111111111111', '0.1428571428571428']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
107,BUREAU_CREDIT_CURRENCY_nan_MEAN,float64,263491,44020,14.31,1,single_category,False,False,False,False,drop_column (constant),['0.0'],,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
108,BUREAU_CREDIT_DAY_OVERDUE_MAX,float64,263491,44020,14.31,868,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '2609.0', '730.0', '2364.0', '2295.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
109,BUREAU_CREDIT_DAY_OVERDUE_MEAN,float64,263491,44020,14.31,1541,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '775.0', '678.0', '6.333333333333333', '27.33333333333333']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
110,BUREAU_CREDIT_DAY_OVERDUE_SUM,float64,263491,44020,14.31,879,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '135.0', '172.0', '249.0', '2588.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
111,BUREAU_CREDIT_TYPE_Another type of loan_MEAN,float64,263491,44020,14.31,38,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.25', '0.6666666666666666', '0.0434782608695652', '0.0294117647058823']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
112,BUREAU_CREDIT_TYPE_Car loan_MEAN,float64,263491,44020,14.31,102,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '0.0833333333333333', '0.2727272727272727', '0.04', '0.032258064516129']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
113,BUREAU_CREDIT_TYPE_Cash loan (non-earmarked)_MEAN,float64,263491,44020,14.31,16,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.0909090909090909', '0.2', '0.074074074074074', '0.0625']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
114,BUREAU_CREDIT_TYPE_Consumer credit_MEAN,float64,263491,44020,14.31,329,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.5', '0.2916666666666667', '0.5333333333333333', '0.868421052631579', '0.6071428571428571']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
115,BUREAU_CREDIT_TYPE_Credit card_MEAN,float64,263491,44020,14.31,295,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.5', '0.0714285714285714', '0.9090909090909092', '0.72', '0.3448275862068966']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
116,BUREAU_CREDIT_TYPE_Interbank credit_MEAN,float64,263491,44020,14.31,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0.0', '0.1666666666666666']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
117,BUREAU_CREDIT_TYPE_Loan for business development_MEAN,float64,263491,44020,14.31,57,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '0.25', '0.3', '0.1875', '0.2666666666666666']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
118,BUREAU_CREDIT_TYPE_Loan for purchase of shares (margin lending)_MEAN,float64,263491,44020,14.31,4,low_cardinality,False,False,False,True,one_hot_encoding or label_encoding,"['0.0', '0.0666666666666666', '0.0769230769230769', '0.5']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
119,BUREAU_CREDIT_TYPE_Loan for the purchase of equipment_MEAN,float64,263491,44020,14.31,14,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.25', '0.1428571428571428', '0.125', '0.0208333333333333']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
120,BUREAU_CREDIT_TYPE_Loan for working capital replenishment_MEAN,float64,263491,44020,14.31,43,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.2', '0.1428571428571428', '0.2142857142857142', '0.0526315789473684']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
121,BUREAU_CREDIT_TYPE_Microloan_MEAN,float64,263491,44020,14.31,194,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '0.9230769230769232', '0.3', '0.3157894736842105', '0.6842105263157895']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
122,BUREAU_CREDIT_TYPE_Mobile operator loan_MEAN,float64,263491,44020,14.31,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0.0', '0.0625']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
123,BUREAU_CREDIT_TYPE_Mortgage_MEAN,float64,263491,44020,14.31,75,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '0.0454545454545454', '0.037037037037037', '0.1052631578947368', '0.032258064516129']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
124,BUREAU_CREDIT_TYPE_Real estate loan_MEAN,float64,263491,44020,14.31,12,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '1.0', '0.5', '0.0909090909090909', '0.1666666666666666']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
125,BUREAU_CREDIT_TYPE_Unknown type of loan_MEAN,float64,263491,44020,14.31,42,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.1428571428571428', '0.0555555555555555', '0.0294117647058823', '0.1333333333333333']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
126,BUREAU_CREDIT_TYPE_nan_MEAN,float64,263491,44020,14.31,1,single_category,False,False,False,False,drop_column (constant),['0.0'],,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
127,BUREAU_DAYS_CREDIT_ENDDATE_MAX,float64,261242,46269,15.05,13030,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['780.0', '-2053.0', '-2206.0', '10656.0', '4849.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
128,BUREAU_DAYS_CREDIT_ENDDATE_MEAN,float64,261242,46269,15.05,97903,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-349.0', '-1638.0', '-291.77777777777777', '-986.7857142857144', '5157.8']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
129,BUREAU_DAYS_CREDIT_ENDDATE_MIN,float64,261242,46269,15.05,6828,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-1072.0', '-1812.0', '-2615.0', '1486.0', '27536.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
130,BUREAU_DAYS_CREDIT_MAX,float64,263491,44020,14.31,2923,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-103.0', '-59.0', '-1677.0', '-1277.0', '-1765.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
131,BUREAU_DAYS_CREDIT_MEAN,float64,263491,44020,14.31,64556,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-874.0', '-2664.0', '-1374.2222222222222', '-1563.125', '-393.1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
132,BUREAU_DAYS_CREDIT_MIN,float64,263491,44020,14.31,2922,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-1437.0', '-1679.0', '-2746.0', '-612.0', '-1582.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
133,BUREAU_DAYS_CREDIT_UPDATE_MAX,float64,263491,44020,14.31,2663,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-7.0', '-225.0', '-334.0', '-1091.0', '-1943.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
134,BUREAU_DAYS_CREDIT_UPDATE_MEAN,float64,263491,44020,14.31,55038,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-499.875', '-2116.0', '-732.6', '-172.36363636363637', '-104.94444444444444']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
135,BUREAU_DAYS_CREDIT_UPDATE_MIN,float64,263491,44020,14.31,2969,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-1185.0', '-864.0', '-953.0', '-351.0', '-1003.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
136,BUREAU_DAYS_CREDIT_VAR,float64,227419,80092,26.05,190248,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['186150.0', '198589.2', '456499.0', '19548.696428571428', '1063237.3']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
137,BUREAU_SK_ID_BUREAU_NUNIQUE,float64,263491,44020,14.31,60,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['8.0', '17.0', '26.0', '36.0', '41.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
138,BUREAU_TOTAL_DEBT_CREDIT_RATIO,float64,262408,45103,14.67,184777,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.2841216332733493', '0.5340555705087062', '0.9706951724137932', '0.8094155846032968', '0.2271032022323332']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
139,BUREAU_TOTAL_OVERDUE_DEBT_RATIO,float64,186442,121069,39.37,2995,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.0009014287645918', '0.0005866425992779', '0.000869059103992', '0.0004835759389432']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
140,CC_AMT_BALANCE_MAX,float64,86905,220606,71.74,56722,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '93899.925', '142449.75', '93927.735', '456775.875']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
141,CC_AMT_BALANCE_MEAN,float64,86905,220606,71.74,59467,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '6405.1640625', '58604.8365', '95215.005', '5939.610000000001']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
142,CC_AMT_BALANCE_SUM,float64,86905,220606,71.74,58810,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '745525.62', '719300.295', '592589.475', '186182.64']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
143,CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,float64,86905,220606,71.74,54,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['270000.0', '630000.0', '495000.0', '0.0', '18000.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
144,CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,float64,86905,220606,71.74,11313,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['270000.0', '188780.48780487804', '147777.77777777778', '207209.3023255814', '170461.95652173914']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
145,CC_AMT_DRAWINGS_ATM_CURRENT_MAX,float64,61140,246371,80.12,1305,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['180000.0', '110250.0', '127350.0', '108900.0', '758250.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
146,CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,float64,61140,246371,80.12,22420,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['2432.4324324324325', '5287.5', '2240.322580645161', '18806.25', '475.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
147,CC_AMT_DRAWINGS_ATM_CURRENT_SUM,float64,86905,220606,71.74,5016,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '43650.0', '548100.0', '1038252.51', '412203.375']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
148,CC_AMT_DRAWINGS_CURRENT_MAX,float64,86905,220606,71.74,24117,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '5398.74', '128876.985', '51635.475', '88705.305']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
149,CC_AMT_DRAWINGS_CURRENT_MEAN,float64,86905,220606,71.74,49079,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '3282.872727272727', '13920.0', '14610.938333333334', '4444.125']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
150,CC_AMT_DRAWINGS_CURRENT_SUM,float64,86905,220606,71.74,40377,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '956862.0', '504538.785', '267650.73', '55560.78']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
151,CC_AMT_DRAWINGS_POS_CURRENT_MAX,float64,61140,246371,80.12,28865,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '3333.6', '53659.395', '46246.5', '58368.96']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
152,CC_AMT_DRAWINGS_POS_CURRENT_MEAN,float64,61140,246371,80.12,33409,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '515.645625', '3710.054347826087', '8781.057', '34112.52851351351']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
153,CC_AMT_DRAWINGS_POS_CURRENT_SUM,float64,86905,220606,71.74,31661,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '195951.375', '317057.53500000003', '1388322.945', '107893.305']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
154,CC_AMT_INST_MIN_REGULARITY_MAX,float64,86905,220606,71.74,32000,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '10265.85', '2349.045', '23189.94', '13818.15']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
155,CC_AMT_INST_MIN_REGULARITY_MEAN,float64,86905,220606,71.74,57384,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '13081.053103448276', '6511.3264285714295', '3632.22225', '8910.864']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
156,CC_AMT_PAYMENT_CURRENT_MAX,float64,61060,246451,80.14,25753,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['55485.0', '28883.385', '54630.36', '344290.5', '23728.23']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
157,CC_AMT_PAYMENT_CURRENT_MEAN,float64,61060,246451,80.14,56763,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['4843.064189189189', '3287.9591129032256', '1349.6816842105263', '2043.91125', '24630.75710526316']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
158,CC_AMT_PAYMENT_CURRENT_SUM,float64,86905,220606,71.74,54228,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '81440.235', '174330.45', '72359.955', '225208.935']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
159,CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,float64,86905,220606,71.74,30350,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '143325.0', '160151.355', '885071.475', '84673.485']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
160,CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,float64,86905,220606,71.74,57831,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '3937.5', '9340.966216216217', '40652.7825', '7653.836842105263']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
161,CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,float64,86905,220606,71.74,52944,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '312415.02', '4799419.245', '376715.25', '97301.565']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
162,CC_AMT_RECEIVABLE_PRINCIPAL_MAX,float64,86905,220606,71.74,46271,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '347493.96', '179797.635', '237193.785', '89979.48']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
163,CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,float64,86905,220606,71.74,58549,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '35263.67015625', '20916.315', '23615.16893617021', '232841.3919230769']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
164,CC_AMT_RECEIVABLE_PRINCIPAL_SUM,float64,86905,220606,71.74,57768,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '13249041.345', '3435696.765', '2456438.895', '3287982.105']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
165,CC_AMT_TOTAL_RECEIVABLE_MAX,float64,86905,220606,71.74,56422,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '266045.22', '240010.245', '54324.0', '187847.685']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
166,CC_AMT_TOTAL_RECEIVABLE_MEAN,float64,86905,220606,71.74,59521,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '80701.47', '46733.63163157895', '308988.5806451613', '30955.06125']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
167,CC_AMT_TOTAL_RECEIVABLE_SUM,float64,86905,220606,71.74,58867,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '8973935.325', '3601735.92', '7891777.305', '268743.735']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
168,CC_BALANCE_LIMIT_RATIO_MAX,float64,86036,221475,72.02,56087,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '1.0551102', '1.0217979', '1.113575', '1.0793253333333337']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
169,CC_BALANCE_LIMIT_RATIO_MEAN,float64,86036,221475,72.02,59104,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.8904512511776753', '0.274619619047619', '0.2341486055555555', '0.1031004795081967']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
170,CC_CC_LATE_FLAG_MEAN,float64,86905,220606,71.74,1422,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.0219780219780219', '0.0289855072463768', '0.7916666666666666', '0.2933333333333333']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
171,CC_CC_LATE_FLAG_SUM,float64,86905,220606,71.74,91,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '62.0', '11.0', '39.0', '74.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
172,CC_CNT_DRAWINGS_ATM_CURRENT_MAX,float64,61140,246371,80.12,44,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['4.0', '10.0', '14.0', '31.0', '34.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
173,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,float64,61140,246371,80.12,3385,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.054054054054054', '0.325', '0.146067415730337', '0.4534883720930232', '1.6956521739130437']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
174,CC_CNT_DRAWINGS_ATM_CURRENT_SUM,float64,86905,220606,71.74,163,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '10.0', '90.0', '65.0', '123.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
175,CC_CNT_DRAWINGS_CURRENT_MAX,float64,86905,220606,71.74,119,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '54.0', '41.0', '76.0', '81.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
176,CC_CNT_DRAWINGS_CURRENT_MEAN,float64,86905,220606,71.74,6584,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '7.277777777777778', '2.411764705882353', '1.1470588235294117', '0.6891891891891891']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
177,CC_CNT_DRAWINGS_CURRENT_SUM,float64,86905,220606,71.74,548,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '66.0', '177.0', '319.0', '440.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
178,CC_CNT_DRAWINGS_POS_CURRENT_MAX,float64,61140,246371,80.12,123,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '25.0', '49.0', '55.0', '95.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
179,CC_CNT_DRAWINGS_POS_CURRENT_MEAN,float64,61140,246371,80.12,5024,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.1034482758620689', '10.047619047619047', '2.0357142857142856', '9.628571428571428']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
180,CC_CNT_DRAWINGS_POS_CURRENT_SUM,float64,86905,220606,71.74,532,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '104.0', '188.0', '456.0', '453.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
