,column,count,missing_count,iqr_q1,iqr_q3,iqr_value,iqr_lower_bound,iqr_upper_bound,iqr_lower_count,iqr_upper_count,iqr_total_count,iqr_total_pct,extreme_iqr_count,extreme_iqr_pct,zscore_lower_bound,zscore_upper_bound,zscore_lower_count,zscore_upper_count,zscore_total_count,zscore_total_pct,mod_zscore_mad,mod_zscore_count,mod_zscore_pct,pctl_lower_bound,pctl_upper_bound,pctl_count,pctl_pct,skewness_x,kurtosis,distribution_type_x,is_heavy_tailed,is_skewed,heavy_tail_flag,has_outliers,outlier_severity,suggested_treatment,winsorize_lower,winsorize_upper,distribution_type_y,transformation_recommendation,scaling_needed,clipping_recommendation,winsorization_recommendation,is_numeric,is_discrete,is_near_constant,zero_inflation_flag,binning_opportunity,structure_score,recommended_action,reason,zero_ratio,unique_count,skewness_y,outlier_percentage
119,BUREAU_CREDIT_TYPE_Loan for the purchase of equipment_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,16,16,0.01,16,0.01,-0.01,0.01,0,16,16,0.01,0.0,16,0.01,0.0,0.0,16,0.01,303.0,99763.1,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.5,drop_or_encode,near_constant,0.9999,14,303.0063,0.0
120,BUREAU_CREDIT_TYPE_Loan for working capital replenishment_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,329,329,0.12,329,0.12,-0.03,0.03,0,328,328,0.12,0.01,328,0.12,0.0,0.0,329,0.12,66.73,6075.23,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9988,43,66.7324,0.0
121,BUREAU_CREDIT_TYPE_Microloan_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,3499,3499,1.33,3499,1.33,-0.13,0.14,0,2410,2410,0.91,0.03,2375,0.9,0.0,0.12,2597,0.99,14.6,248.27,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9867,194,14.5971,0.0
122,BUREAU_CREDIT_TYPE_Mobile operator loan_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,1,0.0,-0.0,0.0,0,1,1,0.0,0.0,1,0.0,0.0,0.0,1,0.0,513.31,263486.0,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,False,0.5,drop_or_encode,near_constant,1.0,2,513.3137,0.0
123,BUREAU_CREDIT_TYPE_Mortgage_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,14305,14305,5.43,14305,5.43,-0.23,0.26,0,4102,4102,1.56,0.05,4097,1.55,0.0,0.33,2488,0.94,8.52,87.12,right_skewed,True,True,True,True,high,robust_scaling_or_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9457,75,8.5185,0.0
124,BUREAU_CREDIT_TYPE_Real estate loan_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,23,23,0.01,23,0.01,-0.01,0.01,0,23,23,0.01,0.0,23,0.01,0.0,0.0,23,0.01,254.36,80336.42,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.5,drop_or_encode,near_constant,0.9999,12,254.36,0.0
125,BUREAU_CREDIT_TYPE_Unknown type of loan_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,424,424,0.16,424,0.16,-0.03,0.03,0,424,424,0.16,0.01,423,0.16,0.0,0.0,424,0.16,54.87,4263.97,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9984,42,54.8673,0.0
126,BUREAU_CREDIT_TYPE_nan_MEAN,263491,44020,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0,0,0,0.0,,0,0.0,0.0,0.0,0,0.0,,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0,1,0.0,0.0
127,BUREAU_DAYS_CREDIT_ENDDATE_MAX,261242,46269,125.0,1683.0,1558.0,-2212.0,4020.0,2230,49615,51845,19.85,44810,17.15,-23619.79,32485.87,3,0,3,0.0,779.0,47235,18.08,-2162.0,31171.0,5213,2.0,2.24,3.47,right_skewed,True,True,True,True,severe,consider_log_transform,-2212.0,4020.0,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.0005,13030,2.2439,19.85
128,BUREAU_DAYS_CREDIT_ENDDATE_MEAN,261242,46269,-703.5,602.5,1306.0,-2662.5,2561.5,231,29339,29570,11.32,18382,7.04,-9193.34,10496.96,31,5040,5071,1.94,628.52,25607,9.8,-2233.3,15265.5,5225,2.0,4.89,33.93,right_skewed,True,True,True,True,severe,consider_log_transform,-2662.5,2561.5,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.0002,97903,4.8893,11.32
129,BUREAU_DAYS_CREDIT_ENDDATE_MIN,261242,46269,-2132.0,-449.0,1683.0,-4656.5,2075.5,131,3142,3273,1.25,2641,1.01,-8950.59,6891.44,129,2121,2250,0.86,845.0,2934,1.12,-2701.0,3704.67,5178,1.98,6.38,114.31,right_skewed,True,True,True,True,moderate,winsorize_both_tails,-4656.5,2075.5,heavy_tailed,quantile_transform_or_robust_scaler,True,False,False,True,True,False,False,True,0.5,treat_as_categorical,"high_skew, discrete",0.0003,6828,6.3824,1.25
130,BUREAU_DAYS_CREDIT_MAX,263491,44020,-620.0,-143.0,477.0,-1335.5,572.5,20536,0,20536,7.79,8793,3.34,-2102.02,1123.42,8464,0,8464,3.21,192.0,21691,8.23,-2605.1,-14.0,4924,1.87,-2.14,4.86,left_skewed,True,True,True,True,high,robust_scaling_or_transform,-1335.5,572.5,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.0,2923,2.1412,7.79
131,BUREAU_DAYS_CREDIT_MEAN,263491,44020,-1434.0,-663.76,770.24,-2589.35,491.59,3508,0,3508,1.33,0,0.0,-2773.03,606.93,1222,0,1222,0.46,385.07,0,0.0,-2648.0,-83.0,5262,2.0,-0.51,0.09,moderate_deviation,False,True,False,True,moderate,winsorize_lower_or_clip,-2589.35,491.59,approximately_normal,none_or_standard_scaler,True,False,False,True,False,False,False,False,0.5,keep_continuous,no_strong_signal,0.0,64556,0.5053,1.33
132,BUREAU_DAYS_CREDIT_MIN,263491,44020,-2583.0,-1035.0,1548.0,-4905.0,1287.0,0,0,0,0.0,0,0.0,-4353.96,829.21,0,0,0,0.0,768.0,0,0.0,-2912.0,-88.0,5086,1.93,0.3,-1.23,light_tailed,False,False,False,False,none,none_needed,-4905.0,1287.0,approximately_normal,none_or_standard_scaler,True,False,False,True,True,False,False,True,0.2,treat_as_categorical,discrete,0.0,2922,0.3048,0.0
133,BUREAU_DAYS_CREDIT_UPDATE_MAX,263491,44020,-50.0,-9.0,41.0,-111.5,52.5,50658,1,50659,19.23,44363,16.84,-1187.46,905.48,6411,0,6411,2.43,12.0,55145,20.93,-1883.1,-1.0,2997,1.14,-10.08,794.17,left_skewed,True,True,True,True,severe,consider_log_transform,-111.5,52.5,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.0013,2663,10.0767,19.23
134,BUREAU_DAYS_CREDIT_UPDATE_MEAN,263491,44020,-779.0,-208.4,570.6,-1634.9,647.5,6042,0,6042,2.29,445,0.17,-1907.88,814.61,3466,0,3466,1.32,283.94,3131,1.19,-2030.55,-7.0,5014,1.9,-5.34,308.89,left_skewed,True,True,True,True,moderate,winsorize_lower_or_clip,-1634.9,647.5,heavy_tailed,quantile_transform_or_robust_scaler,True,False,True,True,False,False,False,True,0.5,bin,high_skew,0.0001,55038,5.3397,2.29
135,BUREAU_DAYS_CREDIT_UPDATE_MIN,263491,44020,-1902.0,-474.0,1428.0,-4044.0,1668.0,90,0,90,0.03,90,0.03,-4535.81,2173.09,90,0,90,0.03,671.0,90,0.03,-2709.0,-7.0,4775,1.81,-16.57,597.86,left_skewed,True,True,True,True,low,investigate_individually,-4044.0,1668.0,heavy_tailed,quantile_transform_or_robust_scaler,True,False,False,True,True,False,False,True,0.5,treat_as_categorical,"high_skew, discrete",0.0001,2969,16.5743,0.03
136,BUREAU_DAYS_CREDIT_VAR,227419,80092,124895.47,722153.98,597258.51,-770992.3,1618041.75,0,5989,5989,2.63,1241,0.55,-911182.75,1892213.13,0,3436,3436,1.51,286434.27,3580,1.57,0.5,2131917.98,4274,1.88,1.81,5.76,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-770992.3,1618041.75,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,False,False,False,True,0.5,bin,high_skew,0.0086,190248,1.8149,2.63
137,BUREAU_SK_ID_BUREAU_NUNIQUE,263491,44020,2.0,8.0,6.0,-7.0,17.0,0,5448,5448,2.07,592,0.22,-7.57,18.69,0,4168,4168,1.58,2.0,11643,4.42,1.0,20.0,2469,0.94,1.82,7.44,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-7.0,17.0,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.0,60,1.8238,2.07
138,BUREAU_TOTAL_DEBT_CREDIT_RATIO,262408,45103,0.0,0.48,0.48,-0.72,1.21,8,332,340,0.13,81,0.03,-1.07,1.64,8,137,145,0.06,0.21,271,0.1,0.0,0.99,3890,1.48,-224.03,87256.07,left_skewed,True,True,True,True,low,investigate_individually,-0.72,1.21,heavy_tailed,quantile_transform_or_robust_scaler,True,False,False,True,False,False,False,True,0.5,bin,high_skew,0.2897,184777,224.0271,0.13
139,BUREAU_TOTAL_OVERDUE_DEBT_RATIO,186442,121069,0.0,0.0,0.0,0.0,0.0,4,3040,3044,1.63,3044,1.63,-0.72,0.72,0,92,92,0.05,0.16,82,0.04,0.0,0.0,1869,1.0,314.42,113520.83,right_skewed,True,True,True,True,moderate,winsorize_both_tails,0.0,0.0,zero_inflated,yeo_johnson_power_transform,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9837,2995,314.422,0.0
140,CC_AMT_BALANCE_MAX,86905,220606,0.0,195182.46,195182.46,-292773.69,487956.15,0,3338,3338,3.84,1158,1.33,-373925.63,662928.24,0,2002,2002,2.3,97424.32,2436,2.8,0.0,798230.24,870,1.0,1.81,3.9,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-292773.69,487956.15,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,False,False,False,True,1.0,bin,high_skew,0.3145,56722,1.8132,3.84
141,CC_AMT_BALANCE_MEAN,86905,220606,0.0,98610.5,98610.5,-147915.75,246526.26,0,6144,6144,7.07,2101,2.42,-255709.63,398629.48,0,2016,2016,2.32,26793.61,11899,13.69,0.0,514866.23,898,1.03,2.6,8.73,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-147915.75,246526.26,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.3142,59467,2.596,7.07
142,CC_AMT_BALANCE_SUM,86905,220606,0.0,3075180.35,3075180.35,-4612770.52,7687950.86,0,6905,6905,7.95,1814,2.09,-7606793.1,11995185.25,0,2008,2008,2.31,738575.28,15099,17.37,0.0,14319718.65,898,1.03,2.11,4.92,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-4612770.52,7687950.86,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.3142,58810,2.1098,7.95
143,CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,86905,220606,112500.0,315000.0,202500.0,-191250.0,618750.0,0,6357,6357,7.31,29,0.03,-356769.6,856187.84,0,2174,2174,2.5,90000.0,6148,7.07,4500.0,900000.0,898,1.03,1.56,2.09,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-191250.0,618750.0,right_skewed,log1p,True,True,False,True,True,True,False,True,0.8,drop_or_encode,near_constant,0.01,54,1.5577,7.31
144,CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,86905,220606,82840.91,268783.78,185942.87,-196073.4,547698.1,0,5927,5927,6.82,1627,1.87,-366329.21,782850.37,0,1771,1771,2.04,77727.27,5900,6.79,3000.0,900000.0,893,1.03,1.81,3.22,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-196073.4,547698.1,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.01,11313,1.8069,6.82
145,CC_AMT_DRAWINGS_ATM_CURRENT_MAX,61140,246371,31500.0,139500.0,108000.0,-130500.0,301500.0,0,3010,3010,4.92,622,1.02,-216367.53,428656.65,0,1176,1176,1.92,56250.0,1814,2.97,0.0,469372.5,612,1.0,2.47,13.43,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-130500.0,301500.0,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, discrete",0.1611,1305,2.4744,4.92
146,CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,61140,246371,1137.47,15653.19,14515.73,-20636.13,37426.78,0,4855,4855,7.94,1860,3.04,-53048.79,77631.96,0,980,980,1.6,4560.81,7554,12.36,0.0,92335.78,612,1.0,7.92,157.86,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-20636.13,37426.78,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.1611,22420,7.9208,7.94
147,CC_AMT_DRAWINGS_ATM_CURRENT_SUM,86905,220606,0.0,247500.0,247500.0,-371250.0,618750.0,0,6364,6364,7.32,1977,2.27,-704027.79,1067572.15,0,1583,1583,1.82,67500.0,12216,14.06,0.0,1292832.0,870,1.0,4.18,44.73,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-371250.0,618750.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.4098,5016,4.1759,7.32
148,CC_AMT_DRAWINGS_CURRENT_MAX,86905,220606,0.0,140004.45,140004.45,-210006.68,350011.12,0,3875,3875,4.46,820,0.94,-267236.45,466936.43,0,1307,1307,1.5,69611.31,2279,2.62,0.0,540000.0,867,1.0,2.64,13.77,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-210006.68,350011.12,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,False,False,False,True,1.0,bin,high_skew,0.3138,24117,2.6359,4.46
149,CC_AMT_DRAWINGS_CURRENT_MEAN,86905,220606,0.0,18334.0,18334.0,-27501.0,45834.99,0,6418,6418,7.39,2537,2.92,-65918.27,93745.22,0,1410,1410,1.62,3473.67,18753,21.58,0.0,112561.26,870,1.0,7.17,128.27,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-27501.0,45834.99,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.3138,49079,7.1674,7.39
150,CC_AMT_DRAWINGS_CURRENT_SUM,86905,220606,0.0,367370.78,367370.78,-551056.16,918426.94,0,5685,5685,6.54,1725,1.98,-1056681.31,1613395.86,0,1359,1359,1.56,146978.51,5811,6.69,0.0,1893229.15,870,1.0,6.54,123.39,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-551056.16,918426.94,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.3138,40377,6.5403,6.54
151,CC_AMT_DRAWINGS_POS_CURRENT_MAX,61140,246371,0.0,56967.33,56967.33,-85451.0,142418.33,0,4905,4905,8.02,1899,3.11,-204836.04,291796.02,0,1114,1114,1.82,6560.32,19466,31.84,0.0,379820.14,612,1.0,4.93,47.1,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-85451.0,142418.33,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.4407,28865,4.9348,8.02
152,CC_AMT_DRAWINGS_POS_CURRENT_MEAN,61140,246371,0.0,8320.57,8320.57,-12480.86,20801.43,0,7314,7314,11.96,3852,6.3,-59058.25,75666.28,0,829,829,1.36,309.38,24444,39.98,0.0,87107.81,612,1.0,10.88,231.94,right_skewed,True,True,True,True,severe,consider_log_transform,-12480.86,20801.43,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.4407,33409,10.876,11.96
153,CC_AMT_DRAWINGS_POS_CURRENT_SUM,86905,220606,0.0,59821.96,59821.96,-89732.95,149554.91,0,13477,13477,15.51,8833,10.16,-804537.14,978585.94,0,1128,1128,1.3,200452.75,1006,1.16,0.0,1123825.51,870,1.0,16.15,574.54,right_skewed,True,True,True,True,severe,consider_log_transform,-89732.95,149554.91,zero_inflated,log1p_or_tweedie,True,True,False,True,False,False,True,True,1.0,bin,"high_skew, high_outliers, zero_inflated",0.6065,31661,16.1547,15.51
154,CC_AMT_INST_MIN_REGULARITY_MAX,86905,220606,0.0,9600.75,9600.75,-14401.12,24001.88,0,3511,3511,4.04,1303,1.5,-18704.7,33194.76,0,1942,1942,2.23,4917.06,2323,2.67,0.0,39652.42,870,1.0,2.08,9.61,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-14401.12,24001.88,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,False,False,False,True,1.0,bin,high_skew,0.3179,32000,2.0778,4.04
155,CC_AMT_INST_MIN_REGULARITY_MEAN,86905,220606,0.0,5085.87,5085.87,-7628.81,12714.68,0,5505,5505,6.33,1591,1.83,-11831.03,19044.32,0,2079,2079,2.39,1698.94,7736,8.9,0.0,23511.36,870,1.0,2.41,7.5,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-7628.81,12714.68,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.3179,57384,2.4084,6.33
156,CC_AMT_PAYMENT_CURRENT_MAX,61060,246451,22500.0,156600.0,134100.0,-178650.0,357750.0,0,4669,4669,7.65,1107,1.81,-329796.58,567355.65,0,1084,1084,1.78,50850.0,5124,8.39,1045.68,747851.91,1222,2.0,3.09,22.21,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-178650.0,357750.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.0021,25753,3.0937,7.65
157,CC_AMT_PAYMENT_CURRENT_MEAN,61060,246451,4670.16,21395.91,16725.75,-20418.47,46484.54,0,4666,4666,7.64,2058,3.37,-66853.7,102911.05,0,905,905,1.48,6444.67,5389,8.83,251.85,121334.84,1222,2.0,8.73,166.79,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-20418.47,46484.54,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.0021,56763,8.7253,7.64
158,CC_AMT_PAYMENT_CURRENT_SUM,86905,220606,0.0,441567.9,441567.9,-662351.85,1103919.75,0,4484,4484,5.16,1175,1.35,-1101141.1,1715628.01,0,1282,1282,1.48,145804.5,7139,8.21,0.0,1955564.59,870,1.0,5.67,98.77,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-662351.85,1103919.75,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.2989,54228,5.6714,5.16
159,CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,86905,220606,0.0,108900.0,108900.0,-163350.0,272250.0,0,6561,6561,7.55,3289,3.78,-323594.42,487347.14,0,1513,1513,1.74,24355.71,15579,17.93,0.0,627639.57,869,1.0,3.47,26.34,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-163350.0,272250.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.3017,30350,3.4662,7.55
160,CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,86905,220606,0.0,12003.03,12003.03,-18004.55,30007.58,0,7410,7410,8.53,3197,3.68,-54840.42,75695.49,0,1259,1259,1.45,4093.97,9481,10.91,0.0,89282.48,870,1.0,10.56,263.9,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-18004.55,30007.58,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.3017,57831,10.5578,8.53
161,CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,86905,220606,0.0,399150.0,399150.0,-598725.0,997875.0,0,5074,5074,5.84,1387,1.6,-1069248.23,1636317.37,0,1292,1292,1.49,123576.75,8819,10.15,0.0,1881810.05,870,1.0,5.97,108.52,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-598725.0,997875.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.3017,52944,5.9707,5.84
162,CC_AMT_RECEIVABLE_PRINCIPAL_MAX,86905,220606,0.0,180000.0,180000.0,-270000.0,450000.0,0,3387,3387,3.9,1440,1.66,-360306.84,636202.34,0,2021,2021,2.33,90000.0,2620,3.01,0.0,764544.92,870,1.0,1.84,4.03,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-270000.0,450000.0,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,False,False,False,True,1.0,bin,high_skew,0.3224,46271,1.84,3.9
163,CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,86905,220606,0.0,94436.13,94436.13,-141654.19,236090.32,0,6216,6216,7.15,2157,2.48,-247177.93,384675.87,0,2032,2032,2.34,25546.99,12058,13.87,0.0,498531.27,904,1.04,2.61,8.85,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-141654.19,236090.32,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.3221,58549,2.6125,7.15
164,CC_AMT_RECEIVABLE_PRINCIPAL_SUM,86905,220606,0.0,2946160.67,2946160.67,-4419241.0,7365401.66,0,6934,6934,7.98,1853,2.13,-7311213.57,11523311.44,0,2005,2005,2.31,706354.78,15148,17.43,0.0,13778055.25,904,1.04,2.11,4.87,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-4419241.0,7365401.66,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.3221,57768,2.1082,7.98
165,CC_AMT_TOTAL_RECEIVABLE_MAX,86905,220606,0.0,194503.32,194503.32,-291754.98,486258.3,0,3296,3296,3.79,1130,1.3,-371535.89,658512.86,0,2006,2006,2.31,96866.37,2419,2.78,0.0,791724.82,870,1.0,1.81,3.91,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-291754.98,486258.3,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,False,False,False,True,1.0,bin,high_skew,0.3168,56422,1.8148,3.79
166,CC_AMT_TOTAL_RECEIVABLE_MEAN,86905,220606,0.0,97909.02,97909.02,-146863.54,244772.56,0,6153,6153,7.08,2124,2.44,-254341.51,396313.09,0,2033,2033,2.34,26559.8,11922,13.72,0.0,511745.39,1326,1.53,2.6,8.75,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-146863.54,244772.56,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.3122,59521,2.5991,7.08
167,CC_AMT_TOTAL_RECEIVABLE_SUM,86905,220606,0.0,3061620.85,3061620.85,-4592431.28,7654052.14,0,6935,6935,7.98,1840,2.12,-7602637.9,11976118.02,0,2008,2008,2.31,729873.22,15248,17.55,0.0,14302254.85,1326,1.53,2.12,4.97,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-4592431.28,7654052.14,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.3122,58867,2.1168,7.98
168,CC_BALANCE_LIMIT_RATIO_MAX,86036,221475,0.0,1.04,1.04,-1.57,2.61,0,15,15,0.02,2,0.0,-0.82,2.08,0,27,27,0.03,0.14,30157,35.05,0.0,1.15,861,1.0,-0.24,1.79,moderate_deviation,True,False,True,True,low,investigate_individually,-1.57,2.61,approximately_normal,none_or_standard_scaler,False,False,False,True,False,False,False,False,0.4,keep_continuous,no_strong_signal,0.3092,56087,0.235,0.02
169,CC_BALANCE_LIMIT_RATIO_MEAN,86036,221475,0.0,0.59,0.59,-0.89,1.48,0,3,3,0.0,0,0.0,-0.65,1.3,0,4,4,0.0,0.25,2,0.0,0.0,1.01,889,1.03,0.56,-1.03,light_tailed,False,True,False,True,low,investigate_individually,-0.89,1.48,approximately_normal,none_or_standard_scaler,False,False,False,True,False,False,False,False,0.7,keep_continuous,no_strong_signal,0.3089,59104,0.5574,0.0
170,CC_CC_LATE_FLAG_MEAN,86905,220606,0.0,0.0,0.0,0.0,0.0,0,17882,17882,20.58,17882,20.58,-0.21,0.25,0,1668,1668,1.92,0.05,1548,1.78,0.0,0.44,869,1.0,6.43,49.39,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,False,True,True,0.7,treat_as_categorical,"high_skew, zero_inflated, discrete",0.7942,1422,6.4252,0.0
171,CC_CC_LATE_FLAG_SUM,86905,220606,0.0,0.0,0.0,0.0,0.0,0,17882,17882,20.58,17882,20.58,-17.17,20.26,0,1565,1565,1.8,4.21,1482,1.71,0.0,35.0,850,0.98,6.98,58.06,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.7942,91,6.9817,0.0
172,CC_CNT_DRAWINGS_ATM_CURRENT_MAX,61140,246371,2.0,6.0,4.0,-4.0,12.0,0,1856,1856,3.04,399,0.65,-6.92,14.91,0,1093,1093,1.79,2.0,1429,2.34,0.0,17.0,516,0.84,1.96,7.85,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-4.0,12.0,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,True,True,False,True,0.8,drop_or_encode,near_constant,0.1611,44,1.9599,3.04
173,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,61140,246371,0.06,0.73,0.67,-0.94,1.73,0,4499,4499,7.36,1688,2.76,-2.07,3.21,0,1051,1051,1.72,0.26,5190,8.49,0.0,3.84,612,1.0,6.24,114.67,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.94,1.73,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.1611,3385,6.2358,7.36
