Unnamed: 0,column,dtype,non_null_count_x,unique_count,unique_percentage,duplicate_count,duplicate_value_ratio,constant_flag,top_value_percentage,quasi_constant_flag,top_value,top_value_count,top_values_preview,non_null_count_y,dominant_value,dominant_value_pct,second_dominant_value,second_dominant_pct,top_values,suspicious_uniformity_flag,dominance_note,non_null_count,missing_count_x,missing_pct,cardinality_count,cardinality_group,high_cardinality_flag,very_high_cardinality_flag,potential_id_flag,numeric_categorical_flag,encoding_recommendation,sample_values,missing_count_y,missing_percentage,top_category,top_category_percentage,rare_category_count,rare_category_percentage,rare_grouping_recommended,category_distribution_balance,normalized_entropy,high_cardinality,unseen_category_risk,unseen_category_count,unseen_category_ratio,unseen_categories,potential_typos,train_category_count,test_category_count,train_top_categories,test_top_categories,count,min_value,max_value,range_value,mean_value,median_value,std_dev,coef_of_variation,p25,p75,iqr_x,skewness_x,kurtosis_x,zero_count,negative_count,q1_x,q3_x,iqr_y,lower_bound,upper_bound,outlier_count_x,outlier_percentage,missing_rate,mean,median,std,min,q1_y,q3_y,max,iqr,skewness_y,kurtosis_y,outlier_count_y,outlier_rate,skew_label,variance_flag,normality_pvalue,normality_label,missing_count,iqr_q1,iqr_q3,iqr_value,iqr_lower_bound,iqr_upper_bound,iqr_lower_count,iqr_upper_count,iqr_total_count,iqr_total_pct,extreme_iqr_count,extreme_iqr_pct,zscore_lower_bound,zscore_upper_bound,zscore_lower_count,zscore_upper_count,zscore_total_count,zscore_total_pct,mod_zscore_mad,mod_zscore_count,mod_zscore_pct,pctl_lower_bound,pctl_upper_bound,pctl_count,pctl_pct,kurtosis,distribution_type_x,is_heavy_tailed,is_skewed,heavy_tail_flag,has_outliers,outlier_severity,suggested_treatment,winsorize_lower,winsorize_upper,distribution_type_y,transformation_recommendation,scaling_needed,clipping_recommendation,winsorization_recommendation,is_numeric,is_discrete,is_near_constant,zero_inflation_flag,binning_opportunity,structure_score,recommended_action,reason,zero_ratio
348,POS_MONTHS_BALANCE_MIN,float64,289444,96,0.03,289348,99.97,False,9.56,False,-96.0,27659,"[(np.float64(-96.0), 27659), (np.float64(-16.0), 4558), (np.float64(-17.0), 4354)]",289444,-96.0,9.56,-16.0,1.57,"[('-96.0', 9.56), ('-16.0', 1.57), ('-17.0', 1.5)]",False,Most frequent dominates with 9.56%,289444,18067,5.88,96,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['-19.0', '-26.0', '-29.0', '-38.0', '-46.0']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,-96.0,-1.0,95.0,-52.7033,-51.0,29.6105,0.5618,-81.0,-25.0,56.0,-0.0417,-1.4265,0.0,289444.0,-81.0,-25.0,56.0,-165.0,59.0,0.0,0.0,0.0588,-52.7033,-51.0,29.6105,-96.0,-81.0,-25.0,-1.0,56.0,-0.0417,-1.4265,0.0,0.0,approximately_symmetric,variable,0.0,non_normal,18067.0,-81.0,-25.0,56.0,-165.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,-141.53,36.13,0.0,0.0,0.0,0.0,28.0,0.0,0.0,-96.0,-6.0,2176.0,0.75,-1.43,light_tailed,False,False,False,False,none,none_needed,-165.0,59.0,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.2,drop_or_encode,near_constant,0.0
349,POS_MONTHS_BALANCE_SIZE,float64,289444,227,0.08,289217,99.92,False,4.72,False,13.0,13661,"[(np.float64(13.0), 13661), (np.float64(7.0), 12848), (np.float64(11.0), 12472)]",289444,13.0,4.72,7.0,4.44,"[('13.0', 4.72), ('7.0', 4.44), ('11.0', 4.31)]",False,Most frequent dominates with 4.72%,289444,18067,5.88,227,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['19.0', '63.0', '57.0', '112.0', '202.0']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,1.0,295.0,294.0,29.5165,22.0,24.3045,0.8234,12.0,39.0,27.0,1.8332,4.6427,0.0,0.0,12.0,39.0,27.0,-28.5,79.5,14121.0,4.8787,0.0588,29.5165,22.0,24.3045,1.0,12.0,39.0,295.0,27.0,1.8332,4.6428,14121.0,0.0488,highly_skewed,variable,0.0,non_normal,18067.0,12.0,39.0,27.0,-28.5,79.5,0.0,14121.0,14121.0,4.88,2312.0,0.8,-43.4,102.43,0.0,5106.0,5106.0,1.76,12.0,11460.0,3.96,4.0,115.0,4796.0,1.66,4.64,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-28.5,79.5,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,True,True,False,True,0.8,drop_or_encode,near_constant,0.0
350,POS_NAME_CONTRACT_STATUS_Active_MEAN,float64,289444,1922,0.66,287522,99.34,False,9.71,False,1.0,28106,"[(np.float64(1.0), 28106), (np.float64(0.8571428571428571), 15618), (np.float64(0.9230769230769232), 13887)]",289444,1.0,9.71,0.8571428571428571,5.4,"[('1.0', 9.71), ('0.8571428571428571', 5.4), ('0.9230769230769232', 4.8)]",False,Most frequent dominates with 9.71%,289444,18067,5.88,1922,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['1.0', '0.5288461538461539', '0.8514851485148515', '0.9669421487603306', '0.4455445544554455']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,1.0,1.0,0.9047,0.9167,0.0747,0.0826,0.875,0.9459,0.0709,-3.2036,23.9568,203.0,0.0,0.875,0.9459,0.0709,0.7686,1.0524,11079.0,3.8277,0.0588,0.9047,0.9167,0.0747,0.0,0.875,0.9459,1.0,0.0709,-3.2036,23.9572,11079.0,0.0383,highly_skewed,variable,0.0,non_normal,18067.0,0.88,0.95,0.07,0.77,1.05,11079.0,0.0,11079.0,3.83,2840.0,0.98,0.68,1.13,4510.0,0.0,4510.0,1.56,0.03,6559.0,2.27,0.67,1.0,2842.0,0.98,23.96,left_skewed,True,True,True,True,moderate,winsorize_lower_or_clip,0.77,1.05,heavy_tailed,quantile_transform_or_robust_scaler,True,False,True,True,True,True,False,True,0.8,drop_or_encode,near_constant,0.0007
351,POS_NAME_CONTRACT_STATUS_Amortized debt_MEAN,float64,289444,12,0.0,289432,100.0,False,100.0,True,0.0,289433,"[(np.float64(0.0), 289433), (np.float64(0.4123711340206185), 1), (np.float64(0.3252032520325203), 1)]",289444,0.0,100.0,0.4123711340206185,0.0,"[('0.0', 100.0), ('0.4123711340206185', 0.0), ('0.3252032520325203', 0.0)]",True,Appears uniformly dominated,289444,18067,5.88,12,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.3252032520325203', '0.4495412844036697', '0.2702702702702703', '0.4810126582278481']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,0.5672,0.5672,0.0,0.0,0.0026,166.5554,0.0,0.0,0.0,174.456,31634.4216,289433.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0038,0.0588,0.0,0.0,0.0026,0.0,0.0,0.0,0.5672,0.0,174.4569,31634.9681,0.0,0.0,highly_skewed,variable,0.0,non_normal,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,11.0,0.0,-0.01,0.01,0.0,11.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,31634.42,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.5,drop_or_encode,near_constant,1.0
352,POS_NAME_CONTRACT_STATUS_Approved_MEAN,float64,289444,224,0.08,289220,99.92,False,98.64,True,0.0,285514,"[(np.float64(0.0), 285514), (np.float64(0.125), 89), (np.float64(0.0714285714285714), 87)]",289444,0.0,98.64,0.125,0.03,"[('0.0', 98.64), ('0.125', 0.03), ('0.0714285714285714', 0.03)]",True,Appears uniformly dominated,289444,18067,5.88,224,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.0232558139534883', '0.0140845070422535', '0.08', '0.0059171597633136']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,1.0,1.0,0.0006,0.0,0.0075,12.5501,0.0,0.0,0.0,28.8341,1811.095,285514.0,0.0,0.0,0.0,0.0,0.0,0.0,3930.0,1.3578,0.0588,0.0006,0.0,0.0075,0.0,0.0,0.0,1.0,0.0,28.8343,1811.1263,0.0,0.0,highly_skewed,variable,0.0,non_normal,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,3930.0,3930.0,1.36,3930.0,1.36,-0.02,0.02,0.0,2396.0,2396.0,0.83,0.01,2148.0,0.74,0.0,0.02,2885.0,1.0,1811.09,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9864
353,POS_NAME_CONTRACT_STATUS_Canceled_MEAN,float64,289444,12,0.0,289432,100.0,False,100.0,True,0.0,289432,"[(np.float64(0.0), 289432), (np.float64(0.0769230769230769), 2), (np.float64(0.0120481927710843), 1)]",289444,0.0,100.0,0.0769230769230769,0.0,"[('0.0', 100.0), ('0.0769230769230769', 0.0), ('0.0120481927710843', 0.0)]",True,Appears uniformly dominated,289444,18067,5.88,12,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.0769230769230769', '0.027027027027027', '0.0142857142857142', '0.125']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,0.3333,0.3333,0.0,0.0,0.0007,233.5691,0.0,0.0,0.0,361.1399,153096.6566,289432.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0041,0.0588,0.0,0.0,0.0007,0.0,0.0,0.0,0.3333,0.0,361.1417,153099.3013,0.0,0.0,highly_skewed,variable,0.0,non_normal,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,12.0,0.0,-0.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,153096.66,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.5,drop_or_encode,near_constant,1.0
354,POS_NAME_CONTRACT_STATUS_Completed_MEAN,float64,289444,1560,0.54,287884,99.46,False,11.13,False,0.0,32228,"[(np.float64(0.0), 32228), (np.float64(0.0769230769230769), 14806), (np.float64(0.1428571428571428), 14424)]",289444,0.0,11.13,0.0769230769230769,5.12,"[('0.0', 11.13), ('0.0769230769230769', 5.12), ('0.1428571428571428', 4.98)]",False,Most frequent dominates with 11.13%,289444,18067,5.88,1560,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.0109890109890109', '0.0642857142857142', '0.0113636363636363', '0.0548780487804878']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,1.0,1.0,0.083,0.0769,0.0638,0.7683,0.0476,0.1071,0.0595,3.5158,33.0287,32228.0,0.0,0.0476,0.1071,0.0595,-0.0417,0.1964,12370.0,4.2737,0.0588,0.083,0.0769,0.0638,0.0,0.0476,0.1071,1.0,0.0595,3.5159,33.0293,12370.0,0.0427,highly_skewed,variable,0.0,non_normal,18067.0,0.05,0.11,0.06,-0.04,0.2,0.0,12370.0,12370.0,4.27,2730.0,0.94,-0.11,0.27,0.0,2735.0,2735.0,0.94,0.03,5550.0,1.92,0.0,0.25,2828.0,0.98,33.03,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-0.04,0.2,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,True,True,False,True,0.8,drop_or_encode,near_constant,0.1113
355,POS_NAME_CONTRACT_STATUS_Demand_MEAN,float64,289444,234,0.08,289210,99.92,False,99.89,True,0.0,289132,"[(np.float64(0.0), 289132), (np.float64(0.125), 7), (np.float64(0.0714285714285714), 5)]",289444,0.0,99.89,0.125,0.0,"[('0.0', 99.89), ('0.125', 0.0), ('0.0714285714285714', 0.0)]",True,Appears uniformly dominated,289444,18067,5.88,234,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.0769230769230769', '0.4890510948905109', '0.0212765957446808', '0.119047619047619']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,0.7931,0.7931,0.0003,0.0,0.0119,41.5454,0.0,0.0,0.0,48.7916,2530.6245,289132.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.1078,0.0588,0.0003,0.0,0.0119,0.0,0.0,0.0,0.7931,0.0,48.7919,2530.6682,0.0,0.0,highly_skewed,variable,0.0,non_normal,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,312.0,0.11,312.0,0.11,-0.04,0.04,0.0,250.0,250.0,0.09,0.01,239.0,0.08,0.0,0.0,312.0,0.11,2530.62,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9989
356,POS_NAME_CONTRACT_STATUS_Returned to the store_MEAN,float64,289444,228,0.08,289216,99.92,False,98.53,True,0.0,285184,"[(np.float64(0.0), 285184), (np.float64(0.0909090909090909), 134), (np.float64(0.1), 113)]",289444,0.0,98.53,0.0909090909090909,0.05,"[('0.0', 98.53), ('0.0909090909090909', 0.05), ('0.1', 0.04)]",True,Appears uniformly dominated,289444,18067,5.88,228,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.0294117647058823', '0.3333333333333333', '0.0109890109890109', '0.0066225165562913']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,1.0,1.0,0.0008,0.0,0.0102,12.6452,0.0,0.0,0.0,38.7539,2921.6941,285184.0,0.0,0.0,0.0,0.0,0.0,0.0,4260.0,1.4718,0.0588,0.0008,0.0,0.0102,0.0,0.0,0.0,1.0,0.0,38.7541,2921.7446,0.0,0.0,highly_skewed,variable,0.0,non_normal,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,4260.0,4260.0,1.47,4260.0,1.47,-0.03,0.03,0.0,2445.0,2445.0,0.84,0.01,2268.0,0.78,0.0,0.03,2870.0,0.99,2921.69,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9853
357,POS_NAME_CONTRACT_STATUS_Signed_MEAN,float64,289444,826,0.29,288618,99.71,False,80.01,False,0.0,231574,"[(np.float64(0.0), 231574), (np.float64(0.0714285714285714), 1552), (np.float64(0.0833333333333333), 1508)]",289444,0.0,80.01,0.0714285714285714,0.54,"[('0.0', 80.01), ('0.0714285714285714', 0.54), ('0.0833333333333333', 0.52)]",False,Most frequent dominates with 80.01%,289444,18067,5.88,826,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.018348623853211', '0.0163265306122449', '0.65', '0.3043478260869565']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,1.0,1.0,0.0106,0.0,0.0326,3.081,0.0,0.0,0.0,8.2557,146.0588,231574.0,0.0,0.0,0.0,0.0,0.0,0.0,57870.0,19.9935,0.0588,0.0106,0.0,0.0326,0.0,0.0,0.0,1.0,0.0,8.2557,146.0613,0.0,0.0,highly_skewed,variable,0.0,non_normal,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,57870.0,57870.0,19.99,57870.0,19.99,-0.09,0.11,0.0,5993.0,5993.0,2.07,0.02,5149.0,1.78,0.0,0.14,2499.0,0.86,146.06,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.8001
358,POS_NAME_CONTRACT_STATUS_XNA_MEAN,float64,289444,3,0.0,289441,100.0,False,100.0,True,0.0,289442,"[(np.float64(0.0), 289442), (np.float64(0.00625), 1), (np.float64(0.0061349693251533), 1)]",289444,0.0,100.0,0.00625,0.0,"[('0.0', 100.0), ('0.00625', 0.0), ('0.0061349693251533', 0.0)]",True,Appears uniformly dominated,289444,18067,5.88,3,low_cardinality,False,False,False,True,one_hot_encoding or label_encoding,"['0.0', '0.00625', '0.0061349693251533']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,0.0063,0.0063,0.0,0.0,0.0,380.4392,0.0,0.0,0.0,380.4687,144766.9297,289442.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0007,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,380.4707,144769.4305,0.0,0.0,highly_skewed,variable,0.0,non_normal,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,-0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,144766.93,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,False,0.5,drop_or_encode,near_constant,1.0
359,POS_NAME_CONTRACT_STATUS_nan_MEAN,float64,289444,1,0.0,289443,100.0,True,100.0,True,0.0,289444,"[(np.float64(0.0), 289444)]",289444,0.0,100.0,,,"[('0.0', 100.0)]",True,Appears uniformly dominated,289444,18067,5.88,1,single_category,False,False,False,False,drop_column (constant),['0.0'],,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,289444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,approximately_symmetric,constant,,constant,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0
360,POS_POS_LATE_FLAG_MEAN,float64,289444,2499,0.86,286945,99.14,False,81.11,False,0.0,234761,"[(np.float64(0.0), 234761), (np.float64(0.0769230769230769), 1138), (np.float64(0.0833333333333333), 954)]",289444,0.0,81.11,0.0769230769230769,0.39,"[('0.0', 81.11), ('0.0769230769230769', 0.39), ('0.0833333333333333', 0.33)]",False,Most frequent dominates with 81.11%,289444,18067,5.88,2499,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.1621621621621621', '0.8666666666666667', '0.6826923076923077', '0.019108280254777']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,1.0,1.0,0.0216,0.0,0.0799,3.6932,0.0,0.0,0.0,6.5832,54.1034,234761.0,0.0,0.0,0.0,0.0,0.0,0.0,54683.0,18.8924,0.0588,0.0216,0.0,0.0799,0.0,0.0,0.0,1.0,0.0,6.5833,54.1044,0.0,0.0,highly_skewed,variable,0.0,non_normal,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,54683.0,54683.0,18.89,54683.0,18.89,-0.22,0.26,0.0,5643.0,5643.0,1.95,0.05,5175.0,1.79,0.0,0.42,2873.0,0.99,54.1,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.8111
361,POS_POS_LATE_FLAG_SUM,float64,289444,103,0.04,289341,99.96,False,81.11,False,0.0,234761,"[(np.float64(0.0), 234761), (np.float64(1.0), 23350), (np.float64(2.0), 9741)]",289444,0.0,81.11,1.0,8.07,"[('0.0', 81.11), ('1.0', 8.07), ('2.0', 3.37)]",False,Most frequent dominates with 81.11%,289444,18067,5.88,103,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '19.0', '52.0', '87.0', '28.0']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,120.0,120.0,0.8952,0.0,4.8777,5.4488,0.0,0.0,0.0,12.8278,200.6823,234761.0,0.0,0.0,0.0,0.0,0.0,0.0,54683.0,18.8924,0.0588,0.8952,0.0,4.8777,0.0,0.0,0.0,120.0,0.0,12.8278,200.6858,0.0,0.0,highly_skewed,variable,0.0,non_normal,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,54683.0,54683.0,18.89,54683.0,18.89,-13.74,15.53,0.0,2578.0,2578.0,0.89,3.29,2331.0,0.81,0.0,14.0,2775.0,0.96,200.68,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.8111
362,POS_SK_DPD_DEF_MAX,float64,289444,200,0.07,289244,99.93,False,86.22,False,0.0,249554,"[(np.float64(0.0), 249554), (np.float64(1.0), 6394), (np.float64(2.0), 4237)]",289444,0.0,86.22,1.0,2.21,"[('0.0', 86.22), ('1.0', 2.21), ('2.0', 1.46)]",False,Most frequent dominates with 86.22%,289444,18067,5.88,200,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '57.0', '33.0', '51.0', '1900.0']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,3373.0,3373.0,1.4688,0.0,30.6096,20.8394,0.0,0.0,0.0,86.7008,8092.2266,249554.0,0.0,0.0,0.0,0.0,0.0,0.0,39890.0,13.7816,0.0588,1.4688,0.0,30.6096,0.0,0.0,0.0,3373.0,0.0,86.7012,8092.3664,0.0,0.0,highly_skewed,variable,0.0,non_normal,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,39890.0,39890.0,13.78,39890.0,13.78,-90.36,93.3,0.0,123.0,123.0,0.04,20.65,109.0,0.04,0.0,19.0,2859.0,0.99,8092.23,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.8622
363,POS_SK_DPD_DEF_MEAN,float64,289444,4471,1.54,284973,98.46,False,86.22,False,0.0,249554,"[(np.float64(0.0), 249554), (np.float64(0.3333333333333333), 411), (np.float64(0.5), 383)]",289444,0.0,86.22,0.3333333333333333,0.14,"[('0.0', 86.22), ('0.3333333333333333', 0.14), ('0.5', 0.13)]",False,Most frequent dominates with 86.22%,289444,18067,5.88,4471,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.4482758620689655', '0.7922077922077922', '0.3424657534246575', '0.5760869565217391']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,1740.5545,1740.5545,0.2149,0.0,12.9263,60.1606,0.0,0.0,0.0,102.1978,11181.6911,249554.0,0.0,0.0,0.0,0.0,0.0,0.0,39890.0,13.7816,0.0588,0.2149,0.0,12.9263,0.0,0.0,0.0,1740.5545,0.0,102.1983,11181.8843,0.0,0.0,highly_skewed,variable,0.0,non_normal,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,39890.0,39890.0,13.78,39890.0,13.78,-38.56,38.99,0.0,64.0,64.0,0.02,8.72,63.0,0.02,0.0,1.46,2886.0,1.0,11181.69,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,False,True,True,0.7,treat_as_categorical,"high_skew, zero_inflated, discrete",0.8622
364,POS_SK_DPD_DEF_SUM,float64,289444,373,0.13,289071,99.87,False,86.22,False,0.0,249554,"[(np.float64(0.0), 249554), (np.float64(1.0), 5016), (np.float64(2.0), 3349)]",289444,0.0,86.22,1.0,1.73,"[('0.0', 86.22), ('1.0', 1.73), ('2.0', 1.16)]",False,Most frequent dominates with 86.22%,289444,18067,5.88,373,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '78.0', '9195.0', '350.0', '150911.0']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,184970.0,184970.0,17.2235,0.0,1384.5395,80.3867,0.0,0.0,0.0,104.6893,11596.1739,249554.0,0.0,0.0,0.0,0.0,0.0,0.0,39890.0,13.7816,0.0588,17.2235,0.0,1384.5395,0.0,0.0,0.0,184970.0,0.0,104.6899,11596.3742,0.0,0.0,highly_skewed,variable,0.0,non_normal,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,39890.0,39890.0,13.78,39890.0,13.78,-4136.39,4170.84,0.0,53.0,53.0,0.02,933.87,53.0,0.02,0.0,42.0,2880.0,1.0,11596.17,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.8622
365,POS_SK_DPD_MAX,float64,289444,1919,0.66,287525,99.34,False,81.11,False,0.0,234761,"[(np.float64(0.0), 234761), (np.float64(1.0), 5027), (np.float64(2.0), 4180)]",289444,0.0,81.11,1.0,1.74,"[('0.0', 81.11), ('1.0', 1.74), ('2.0', 1.44)]",False,Most frequent dominates with 81.11%,289444,18067,5.88,1919,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '1045.0', '234.0', '944.0', '2442.0']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,4231.0,4231.0,15.6976,0.0,153.1692,9.7575,0.0,0.0,0.0,14.7487,246.6058,234761.0,0.0,0.0,0.0,0.0,0.0,0.0,54683.0,18.8924,0.0588,15.6976,0.0,153.1692,0.0,0.0,0.0,4231.0,0.0,14.7487,246.6101,0.0,0.0,highly_skewed,variable,0.0,non_normal,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,54683.0,54683.0,18.89,54683.0,18.89,-443.81,475.21,0.0,2302.0,2302.0,0.8,103.31,2152.0,0.74,0.0,314.0,2890.0,1.0,246.61,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.8111
366,POS_SK_DPD_MEAN,float64,289444,10768,3.72,278676,96.28,False,81.11,False,0.0,234761,"[(np.float64(0.0), 234761), (np.float64(0.5), 532), (np.float64(1.0), 524)]",289444,0.0,81.11,0.5,0.18,"[('0.0', 81.11), ('0.5', 0.18), ('1.0', 0.18)]",False,Most frequent dominates with 81.11%,289444,18067,5.88,10768,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.8837209302325582', '0.4428571428571428', '1.1956521739130437', '5.533333333333333']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,289444.0,0.0,2622.0784,2622.0784,4.4065,0.0,60.3884,13.7044,0.0,0.0,0.0,20.1256,479.3173,234761.0,0.0,0.0,0.0,0.0,0.0,0.0,54683.0,18.8924,0.0588,4.4065,0.0,60.3884,0.0,0.0,0.0,2622.0784,0.0,20.1257,479.3256,0.0,0.0,highly_skewed,variable,0.0,non_normal,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,54683.0,54683.0,18.89,54683.0,18.89,-176.76,185.57,0.0,1607.0,1607.0,0.56,40.73,1479.0,0.51,0.0,41.93,2895.0,1.0,479.32,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,False,True,True,0.7,treat_as_categorical,"high_skew, zero_inflated, discrete",0.8111
