,column,sample_size,target_type,pearson_corr_with_target,pearson_pvalue,pearson_ci_lower,pearson_ci_upper,spearman_corr_with_target,spearman_pvalue,point_biserial_corr,point_biserial_pvalue,mutual_info_score,mutual_info_normalized,eta_squared,abs_max_correlation,best_method,best_correlation,best_pvalue,correlation_direction,signal_strength,is_significant,is_strong_signal,mutual_information_numeric,nonlinear_signal_strength,signal_to_noise_flag,target_mean_by_bin_variation,monotonic_trend_with_target,bin_lift_max,correlation,information_value,predictive_level,is_predictive,n_valid_bins,unique_values,reason,max_abs_correlation,corr_score,mi_score,bin_var_score,bin_lift_score,total_score,predictive_power_band
75,BUREAU_BB_STATUS_2_MEAN_MEAN,92231,binary,0.0186,0.0,0.0121,0.025,0.0157,2e-06,0.0186,0.0,0.0005,0.0003,0.0003,0.0186,point_biserial,0.0186,0.0,positive,negligible,True,False,0.000429,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0186,0,0,0,0,0,very_weak
76,BUREAU_BB_STATUS_3_MEAN_MEAN,92231,binary,0.0175,0.0,0.011,0.0239,0.0162,1e-06,0.0175,0.0,0.0003,0.0002,0.0003,0.0175,point_biserial,0.0175,0.0,positive,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0175,0,0,0,0,0,very_weak
77,BUREAU_BB_STATUS_4_MEAN_MEAN,92231,binary,0.0162,1e-06,0.0098,0.0227,0.0183,0.0,0.0162,1e-06,0.0002,0.0001,0.0003,0.0183,spearman,0.0183,0.0,positive,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0183,0,0,0,0,0,very_weak
78,BUREAU_BB_STATUS_5_MEAN_MEAN,92231,binary,0.019,0.0,0.0125,0.0254,0.0166,0.0,0.019,0.0,0.0004,0.0002,0.0004,0.019,pearson,0.019,0.0,positive,negligible,True,False,0.000896,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.019,0,0,0,0,0,very_weak
79,BUREAU_BB_STATUS_BAD_FLAG_MEAN_MEAN,92231,binary,0.0597,0.0,0.0532,0.0661,0.0569,0.0,0.0597,0.0,0.0025,0.0012,0.0036,0.0597,point_biserial,0.0597,0.0,positive,negligible,True,False,0.000724,negligible,False,0.0561,True,1.5848,0.0569,0.0485,weak,True,4,14129,,0.0597,1,0,1,1,3,weak
80,BUREAU_BB_STATUS_BAD_FLAG_SUM_MEAN,92231,binary,0.0308,0.0,0.0244,0.0373,0.0502,0.0,0.0308,0.0,0.0015,0.0008,0.001,0.0502,spearman,0.0502,0.0,positive,negligible,True,False,0.000209,negligible,False,0.038,True,1.3771,0.0502,0.0293,weak,False,4,907,,0.0502,1,0,1,1,3,weak
81,BUREAU_BB_STATUS_C_FLAG_MEAN_MEAN,92231,binary,-0.0559,0.0,-0.0624,-0.0495,-0.0571,0.0,-0.0559,0.0,0.0023,0.0012,0.0031,0.0571,spearman,-0.0571,0.0,negative,negligible,True,False,0.039759,moderate,True,0.0419,True,1.2641,-0.0571,0.0464,weak,False,8,50576,,0.0571,1,2,1,0,4,moderate
82,BUREAU_BB_STATUS_C_MEAN_MEAN,92231,binary,-0.0559,0.0,-0.0624,-0.0495,-0.0571,0.0,-0.0559,0.0,0.0023,0.0012,0.0031,0.0571,spearman,-0.0571,0.0,negative,negligible,True,False,0.039585,moderate,True,0.0419,True,1.2641,-0.0571,0.0464,weak,False,8,50576,,0.0571,1,2,1,0,4,moderate
83,BUREAU_BB_STATUS_X_FLAG_MEAN_MEAN,92231,binary,0.0004,0.901344,-0.006,0.0069,0.0042,0.199157,0.0004,0.901344,0.001,0.0005,0.0,0.0042,spearman,0.0042,0.199157,none,negligible,False,False,0.020983,moderate,True,0.0107,True,1.0873,0.0042,0.0029,very_weak,False,8,40979,,0.0042,0,2,0,0,2,weak
84,BUREAU_BB_STATUS_X_MEAN_MEAN,92231,binary,0.0004,0.901344,-0.006,0.0069,0.0042,0.199157,0.0004,0.901344,0.001,0.0005,0.0,0.0042,spearman,0.0042,0.199157,none,negligible,False,False,0.020911,moderate,True,0.0107,True,1.0873,0.0042,0.0029,very_weak,False,8,40979,,0.0042,0,2,0,0,2,weak
85,BUREAU_BB_STATUS_ZERO_FLAG_MEAN_MEAN,92231,binary,0.0442,0.0,0.0378,0.0506,0.0458,0.0,0.0442,0.0,0.003,0.0015,0.002,0.0458,spearman,0.0458,0.0,positive,negligible,True,False,0.027873,moderate,True,0.0389,True,1.256,0.0458,0.0336,weak,False,10,60195,,0.0458,0,2,1,0,3,weak
86,BUREAU_BB_STATUS_nan_MEAN_MEAN,92231,binary,,,,,,,,,0.0,0.0,,,none,,,unknown,unknown,False,False,,unknown,False,,False,,,,none,False,0,0,insufficient_data,,0,0,0,0,0,very_weak
87,BUREAU_BUREAU_DEBT_CREDIT_RATIO_RAW_MAX,254877,binary,-0.0005,0.811588,-0.0044,0.0034,0.1038,0.0,-0.0005,0.811588,0.0071,0.0036,0.0,0.1038,spearman,0.1038,0.0,positive,weak,True,False,0.005455,weak,True,0.111,True,1.9701,0.1038,0.174,medium,True,9,150668,,0.1038,1,1,2,1,5,moderate
88,BUREAU_BUREAU_DEBT_CREDIT_RATIO_RAW_MEAN,254877,binary,0.0009,0.657392,-0.003,0.0048,0.1019,0.0,0.0009,0.657392,0.0062,0.0031,0.0,0.1019,spearman,0.1019,0.0,positive,weak,True,False,0.005267,weak,True,0.0957,True,1.7306,0.1019,0.1603,medium,True,9,179453,,0.1019,1,1,2,1,5,moderate
89,BUREAU_BUREAU_OVERDUE_DEBT_RATIO_RAW_MAX,186442,binary,-0.0003,0.88655,-0.0049,0.0042,0.0374,0.0,-0.0003,0.88655,0.0003,0.0001,0.0,0.0374,spearman,0.0374,0.0,positive,negligible,True,False,0.001057,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0374,0,0,0,0,0,very_weak
90,BUREAU_BUREAU_OVERDUE_DEBT_RATIO_RAW_MEAN,186442,binary,-0.0001,0.974461,-0.0046,0.0045,0.0373,0.0,-0.0001,0.974461,0.0002,0.0001,0.0,0.0373,spearman,0.0373,0.0,positive,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0373,0,0,0,0,0,very_weak
91,BUREAU_CLOSED_AMT_CREDIT_SUM_MEAN,230165,binary,-0.017,0.0,-0.0211,-0.013,-0.0353,0.0,-0.017,0.0,0.002,0.001,0.0003,0.0353,spearman,-0.0353,0.0,negative,negligible,True,False,0.003745,negligible,False,0.0464,True,1.2652,-0.0353,0.0264,weak,False,10,171533,,0.0353,0,0,1,0,1,very_weak
92,BUREAU_CLOSED_AMT_CREDIT_SUM_SUM,230165,binary,-0.015,0.0,-0.0191,-0.0109,-0.0397,0.0,-0.015,0.0,0.0021,0.001,0.0002,0.0397,spearman,-0.0397,0.0,negative,negligible,True,False,0.003394,negligible,False,0.0386,True,1.2147,-0.0397,0.0255,weak,False,10,168797,,0.0397,0,0,1,0,1,very_weak
93,BUREAU_CLOSED_DAYS_CREDIT_MAX,230165,binary,0.0274,0.0,0.0233,0.0315,0.0338,0.0,0.0274,0.0,0.0011,0.0005,0.0008,0.0338,spearman,0.0338,0.0,positive,negligible,True,False,0.005962,weak,True,0.0353,True,1.2311,0.0338,0.0218,weak,False,10,2921,,0.0338,0,1,1,0,2,weak
94,BUREAU_CLOSED_DAYS_CREDIT_MEAN,230165,binary,0.0585,0.0,0.0544,0.0626,0.0604,0.0,0.0585,0.0,0.0025,0.0012,0.0034,0.0604,spearman,0.0604,0.0,positive,negligible,True,False,0.0079,weak,True,0.06,True,1.4124,0.0604,0.0637,weak,True,10,44873,,0.0604,1,1,1,1,4,moderate
95,BUREAU_CLOSED_DAYS_CREDIT_MIN,230165,binary,0.0612,0.0,0.0571,0.0653,0.0582,0.0,0.0612,0.0,0.0017,0.0009,0.0037,0.0612,pearson,0.0612,0.0,positive,negligible,True,False,0.006028,weak,True,0.0534,True,1.3595,0.0582,0.0541,weak,True,10,2912,,0.0612,1,1,1,1,4,moderate
96,BUREAU_CNT_CREDIT_PROLONG_MEAN,263491,binary,0.003,0.119695,-0.0008,0.0068,0.0067,0.000629,0.003,0.119695,0.0005,0.0002,0.0,0.0067,spearman,0.0067,0.000629,none,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0067,0,0,0,0,0,very_weak
97,BUREAU_CNT_CREDIT_PROLONG_SUM,263491,binary,0.0041,0.037228,0.0002,0.0079,0.0067,0.000629,0.0041,0.037228,0.0007,0.0003,0.0,0.0067,spearman,0.0067,0.000629,none,negligible,True,False,0.000155,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0067,0,0,0,0,0,very_weak
98,BUREAU_CREDIT_ACTIVE_Active_MEAN,263491,binary,0.0774,0.0,0.0736,0.0812,0.0781,0.0,0.0774,0.0,0.0072,0.0036,0.006,0.0781,spearman,0.0781,0.0,positive,negligible,True,False,0.007462,weak,True,0.0599,True,1.4149,0.0781,0.0935,weak,True,7,296,,0.0781,1,1,1,1,4,moderate
99,BUREAU_CREDIT_ACTIVE_Bad debt_MEAN,263491,binary,0.0046,0.017274,0.0008,0.0085,0.004,0.039907,0.0046,0.017274,0.0008,0.0004,0.0,0.0046,pearson,0.0046,0.017274,none,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0046,0,0,0,0,0,very_weak
100,BUREAU_CREDIT_ACTIVE_Closed_MEAN,263491,binary,-0.0794,0.0,-0.0832,-0.0756,-0.0801,0.0,-0.0794,0.0,0.0081,0.0041,0.0063,0.0801,spearman,-0.0801,0.0,negative,negligible,True,False,0.009861,weak,True,0.0575,True,1.3659,-0.0801,0.0907,weak,True,7,304,,0.0801,1,1,1,1,4,moderate
101,BUREAU_CREDIT_ACTIVE_Sold_MEAN,263491,binary,0.0165,0.0,0.0127,0.0203,0.0134,0.0,0.0165,0.0,0.0007,0.0004,0.0003,0.0165,pearson,0.0165,0.0,positive,negligible,True,False,0.000378,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0165,0,0,0,0,0,very_weak
102,BUREAU_CREDIT_ACTIVE_nan_MEAN,263491,binary,,,,,,,,,0.0008,0.0004,,,none,,,unknown,unknown,False,False,,unknown,False,,False,,,,none,False,0,0,insufficient_data,,0,0,0,0,0,very_weak
103,BUREAU_CREDIT_CURRENCY_currency 1_MEAN,263491,binary,0.006,0.001943,0.0022,0.0099,0.0054,0.005833,0.006,0.001943,0.0425,0.0213,0.0,0.006,point_biserial,0.006,0.001943,none,negligible,True,False,0.045379,moderate,True,,False,,,,none,False,0,0,too_few_valid_bins,0.006,0,2,0,0,2,weak
104,BUREAU_CREDIT_CURRENCY_currency 2_MEAN,263491,binary,-0.0068,0.000463,-0.0106,-0.003,-0.0059,0.002517,-0.0068,0.000463,0.0009,0.0004,0.0,0.0068,point_biserial,-0.0068,0.000463,none,negligible,True,False,0.000561,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0068,0,0,0,0,0,very_weak
105,BUREAU_CREDIT_CURRENCY_currency 3_MEAN,263491,binary,0.0028,0.153198,-0.001,0.0066,0.0022,0.250647,0.0028,0.153198,0.0008,0.0004,0.0,0.0028,pearson,0.0028,0.153198,none,negligible,False,False,0.000313,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0028,0,0,0,0,0,very_weak
106,BUREAU_CREDIT_CURRENCY_currency 4_MEAN,263491,binary,-0.0014,0.458634,-0.0053,0.0024,-0.0017,0.38521,-0.0014,0.458634,0.0008,0.0004,0.0,0.0017,spearman,-0.0017,0.38521,none,negligible,False,False,0.000255,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0017,0,0,0,0,0,very_weak
107,BUREAU_CREDIT_CURRENCY_nan_MEAN,263491,binary,,,,,,,,,0.0008,0.0004,,,none,,,unknown,unknown,False,False,,unknown,False,,False,,,,none,False,0,0,insufficient_data,,0,0,0,0,0,very_weak
108,BUREAU_CREDIT_DAY_OVERDUE_MAX,263491,binary,0.0055,0.004811,0.0017,0.0093,0.0348,0.0,0.0055,0.004811,0.0012,0.0006,0.0,0.0348,spearman,0.0348,0.0,positive,negligible,True,False,1.6e-05,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0348,0,0,0,0,0,very_weak
109,BUREAU_CREDIT_DAY_OVERDUE_MEAN,263491,binary,0.0081,3.1e-05,0.0043,0.0119,0.0349,0.0,0.0081,3.1e-05,0.0013,0.0006,0.0001,0.0349,spearman,0.0349,0.0,positive,negligible,True,False,0.000505,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0349,0,0,0,0,0,very_weak
110,BUREAU_CREDIT_DAY_OVERDUE_SUM,263491,binary,0.0063,0.001225,0.0025,0.0101,0.0349,0.0,0.0063,0.001225,0.0013,0.0006,0.0,0.0349,spearman,0.0349,0.0,positive,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0349,0,0,0,0,0,very_weak
111,BUREAU_CREDIT_TYPE_Another type of loan_MEAN,263491,binary,-0.0018,0.36598,-0.0056,0.0021,-0.0007,0.70579,-0.0018,0.36598,0.0008,0.0004,0.0,0.0018,pearson,-0.0018,0.36598,none,negligible,False,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0018,0,0,0,0,0,very_weak
112,BUREAU_CREDIT_TYPE_Car loan_MEAN,263491,binary,-0.0201,0.0,-0.024,-0.0163,-0.0209,0.0,-0.0201,0.0,0.0011,0.0005,0.0004,0.0209,spearman,-0.0209,0.0,negative,negligible,True,False,0.000588,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0209,0,0,0,0,0,very_weak
113,BUREAU_CREDIT_TYPE_Cash loan (non-earmarked)_MEAN,263491,binary,-0.001,0.61894,-0.0048,0.0028,-0.0009,0.647557,-0.001,0.61894,0.0008,0.0004,0.0,0.001,pearson,-0.001,0.61894,none,negligible,False,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.001,0,0,0,0,0,very_weak
114,BUREAU_CREDIT_TYPE_Consumer credit_MEAN,263491,binary,-0.0263,0.0,-0.0301,-0.0224,-0.0278,0.0,-0.0263,0.0,0.0063,0.0032,0.0007,0.0278,spearman,-0.0278,0.0,negative,negligible,True,False,0.007473,weak,True,0.019,True,1.1008,-0.0278,0.0126,very_weak,False,7,329,,0.0278,0,1,0,0,1,very_weak
115,BUREAU_CREDIT_TYPE_Credit card_MEAN,263491,binary,0.0347,0.0,0.0309,0.0385,0.0347,0.0,0.0347,0.0,0.0022,0.0011,0.0012,0.0347,spearman,0.0347,0.0,positive,negligible,True,False,0.004877,negligible,False,0.0282,True,1.2023,0.0347,0.0205,weak,False,7,295,,0.0347,0,0,0,0,0,very_weak
116,BUREAU_CREDIT_TYPE_Interbank credit_MEAN,263491,binary,-0.0006,0.772244,-0.0044,0.0033,-0.0006,0.772244,-0.0006,0.772244,0.0008,0.0004,0.0,0.0006,pearson,-0.0006,0.772244,none,negligible,False,False,0.0,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0006,0,0,0,0,0,very_weak
117,BUREAU_CREDIT_TYPE_Loan for business development_MEAN,263491,binary,-0.0028,0.15676,-0.0066,0.0011,-0.0038,0.049481,-0.0028,0.15676,0.0009,0.0004,0.0,0.0038,spearman,-0.0038,0.049481,none,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0038,0,0,0,0,0,very_weak
118,BUREAU_CREDIT_TYPE_Loan for purchase of shares (margin lending)_MEAN,263491,binary,-0.0009,0.643126,-0.0047,0.0029,-0.0011,0.562667,-0.0009,0.643126,0.0008,0.0004,0.0,0.0011,spearman,-0.0011,0.562667,none,negligible,False,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0011,0,0,0,0,0,very_weak
119,BUREAU_CREDIT_TYPE_Loan for the purchase of equipment_MEAN,263491,binary,0.0003,0.883092,-0.0035,0.0041,0.0032,0.098837,0.0003,0.883092,0.0008,0.0004,0.0,0.0032,spearman,0.0032,0.098837,none,negligible,False,False,0.000198,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0032,0,0,0,0,0,very_weak
120,BUREAU_CREDIT_TYPE_Loan for working capital replenishment_MEAN,263491,binary,0.0016,0.410004,-0.0022,0.0054,0.0083,2.2e-05,0.0016,0.410004,0.0009,0.0004,0.0,0.0083,spearman,0.0083,2.2e-05,none,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0083,0,0,0,0,0,very_weak
121,BUREAU_CREDIT_TYPE_Microloan_MEAN,263491,binary,0.0444,0.0,0.0406,0.0482,0.0536,0.0,0.0444,0.0,0.0017,0.0008,0.002,0.0536,spearman,0.0536,0.0,positive,negligible,True,False,0.000886,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0536,1,0,0,0,1,very_weak
122,BUREAU_CREDIT_TYPE_Mobile operator loan_MEAN,263491,binary,-0.0006,0.772244,-0.0044,0.0033,-0.0006,0.772244,-0.0006,0.772244,0.0008,0.0004,0.0,0.0006,spearman,-0.0006,0.772244,none,negligible,False,False,0.000133,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0006,0,0,0,0,0,very_weak
123,BUREAU_CREDIT_TYPE_Mortgage_MEAN,263491,binary,-0.0209,0.0,-0.0247,-0.0171,-0.0233,0.0,-0.0209,0.0,0.0008,0.0004,0.0004,0.0233,spearman,-0.0233,0.0,negative,negligible,True,False,0.000699,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0233,0,0,0,0,0,very_weak
124,BUREAU_CREDIT_TYPE_Real estate loan_MEAN,263491,binary,-0.0019,0.328155,-0.0057,0.0019,-0.0027,0.165085,-0.0019,0.328155,0.0008,0.0004,0.0,0.0027,spearman,-0.0027,0.165085,none,negligible,False,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0027,0,0,0,0,0,very_weak
125,BUREAU_CREDIT_TYPE_Unknown type of loan_MEAN,263491,binary,-0.0025,0.203761,-0.0063,0.0013,-0.0017,0.384566,-0.0025,0.203761,0.0008,0.0004,0.0,0.0025,point_biserial,-0.0025,0.203761,none,negligible,False,False,1.3e-05,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0025,0,0,0,0,0,very_weak
126,BUREAU_CREDIT_TYPE_nan_MEAN,263491,binary,,,,,,,,,0.0008,0.0004,,,none,,,unknown,unknown,False,False,,unknown,False,,False,,,,none,False,0,0,insufficient_data,,0,0,0,0,0,very_weak
127,BUREAU_DAYS_CREDIT_ENDDATE_MAX,261242,binary,0.0366,0.0,0.0328,0.0404,0.0432,0.0,0.0366,0.0,0.0027,0.0013,0.0013,0.0432,spearman,0.0432,0.0,positive,negligible,True,False,0.00234,negligible,False,0.0461,False,1.2932,0.0432,0.042,weak,False,10,13030,,0.0432,0,0,1,0,1,very_weak
128,BUREAU_DAYS_CREDIT_ENDDATE_MEAN,261242,binary,0.047,0.0,0.0432,0.0508,0.0671,0.0,0.047,0.0,0.0027,0.0014,0.0022,0.0671,spearman,0.0671,0.0,positive,negligible,True,False,0.002776,negligible,False,0.0538,True,1.2925,0.0671,0.0705,weak,True,10,97903,,0.0671,1,0,1,0,2,weak
129,BUREAU_DAYS_CREDIT_ENDDATE_MIN,261242,binary,0.0343,0.0,0.0305,0.0381,0.0618,0.0,0.0343,0.0,0.003,0.0015,0.0012,0.0618,spearman,0.0618,0.0,positive,negligible,True,False,0.00311,negligible,False,0.0513,True,1.3334,0.0618,0.0554,weak,True,10,6828,,0.0618,1,0,1,1,3,weak
130,BUREAU_DAYS_CREDIT_MAX,263491,binary,0.0498,0.0,0.046,0.0536,0.0743,0.0,0.0498,0.0,0.0038,0.0019,0.0025,0.0743,spearman,0.0743,0.0,positive,negligible,True,False,0.004267,negligible,False,0.0736,True,1.5453,0.0743,0.0827,weak,True,10,2923,,0.0743,1,0,1,1,3,weak
131,BUREAU_DAYS_CREDIT_MEAN,263491,binary,0.0897,0.0,0.0859,0.0935,0.0953,0.0,0.0897,0.0,0.0053,0.0027,0.0081,0.0953,spearman,0.0953,0.0,positive,negligible,True,False,0.006547,weak,True,0.0879,True,1.7042,0.0953,0.1322,medium,True,10,64556,,0.0953,1,1,2,1,5,moderate
132,BUREAU_DAYS_CREDIT_MIN,263491,binary,0.0752,0.0,0.0715,0.079,0.0725,0.0,0.0752,0.0,0.0037,0.0018,0.0057,0.0752,pearson,0.0752,0.0,positive,negligible,True,False,0.003847,negligible,False,0.0676,True,1.538,0.0725,0.0768,weak,True,10,2922,,0.0752,1,0,1,1,3,weak
133,BUREAU_DAYS_CREDIT_UPDATE_MAX,263491,binary,0.0282,0.0,0.0244,0.032,0.0517,0.0,0.0282,0.0,0.002,0.001,0.0008,0.0517,spearman,0.0517,0.0,positive,negligible,True,False,0.002248,negligible,False,0.045,True,1.23,0.0517,0.0418,weak,False,10,2663,,0.0517,1,0,1,0,2,weak
134,BUREAU_DAYS_CREDIT_UPDATE_MEAN,263491,binary,0.0689,0.0,0.0651,0.0727,0.0826,0.0,0.0689,0.0,0.0041,0.0021,0.0048,0.0826,spearman,0.0826,0.0,positive,negligible,True,False,0.00571,weak,True,0.0672,True,1.4581,0.0826,0.0973,weak,True,10,55038,,0.0826,1,1,1,1,4,moderate
135,BUREAU_DAYS_CREDIT_UPDATE_MIN,263491,binary,0.0429,0.0,0.0391,0.0467,0.0641,0.0,0.0429,0.0,0.0011,0.0005,0.0018,0.0641,spearman,0.0641,0.0,positive,negligible,True,False,0.003818,negligible,False,0.0588,True,1.4233,0.0641,0.0592,weak,True,10,2969,,0.0641,1,0,1,1,3,weak
136,BUREAU_DAYS_CREDIT_VAR,227419,binary,-0.0384,0.0,-0.0425,-0.0343,-0.053,0.0,-0.0384,0.0,0.0033,0.0016,0.0015,0.053,spearman,-0.053,0.0,negative,negligible,True,False,0.004988,negligible,False,0.0454,True,1.3051,-0.053,0.0465,weak,False,10,190248,,0.053,1,0,1,1,3,weak
137,BUREAU_SK_ID_BUREAU_NUNIQUE,263491,binary,0.0041,0.037338,0.0002,0.0079,-0.0045,0.019558,0.0041,0.037338,0.0029,0.0014,0.0,0.0045,spearman,-0.0045,0.019558,none,negligible,True,False,0.004747,negligible,False,0.0109,True,1.0179,-0.0045,0.0035,very_weak,False,8,60,,0.0045,0,0,0,0,0,very_weak
138,BUREAU_TOTAL_DEBT_CREDIT_RATIO,262408,binary,0.0602,0.0,0.0564,0.064,0.0856,0.0,0.0602,0.0,0.0048,0.0024,0.0036,0.0856,spearman,0.0856,0.0,positive,negligible,True,False,0.005031,weak,True,0.0764,True,1.6451,0.0856,0.1083,medium,True,9,184777,,0.0856,1,1,1,1,4,moderate
139,BUREAU_TOTAL_OVERDUE_DEBT_RATIO,186442,binary,0.0009,0.685225,-0.0036,0.0055,0.0392,0.0,0.0009,0.685225,0.0004,0.0002,0.0,0.0392,spearman,0.0392,0.0,positive,negligible,True,False,0.000656,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0392,0,0,0,0,0,very_weak
140,CC_AMT_BALANCE_MAX,86905,binary,0.0688,0.0,0.0622,0.0754,0.0813,0.0,0.0688,0.0,0.005,0.0025,0.0047,0.0813,spearman,0.0813,0.0,positive,negligible,True,False,0.040383,moderate,True,0.0544,True,1.4652,0.0813,0.0721,weak,True,7,56722,,0.0813,1,2,1,1,5,moderate
141,CC_AMT_BALANCE_MEAN,86905,binary,0.0872,0.0,0.0806,0.0938,0.104,0.0,0.0872,0.0,0.0059,0.0029,0.0076,0.104,spearman,0.104,0.0,positive,weak,True,False,0.012225,weak,True,0.0777,True,1.6491,0.104,0.1394,medium,True,8,59467,,0.104,1,1,1,1,4,moderate
142,CC_AMT_BALANCE_SUM,86905,binary,0.0187,0.0,0.012,0.0253,0.0532,0.0,0.0187,0.0,0.0056,0.0028,0.0003,0.0532,spearman,0.0532,0.0,positive,negligible,True,False,0.011943,weak,True,0.0672,True,1.5181,0.0532,0.0972,weak,True,8,58810,,0.0532,1,1,1,1,4,moderate
143,CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,86905,binary,-0.0117,0.000575,-0.0183,-0.005,-0.0061,0.071198,-0.0117,0.000575,0.0002,0.0001,0.0001,0.0117,pearson,-0.0117,0.000575,negative,negligible,True,False,0.028494,moderate,True,0.0137,True,1.1386,-0.0061,0.0022,very_weak,False,8,54,,0.0117,0,2,0,0,2,weak
144,CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,86905,binary,-0.0089,0.009064,-0.0155,-0.0022,-0.0016,0.639572,-0.0089,0.009064,0.0037,0.0019,0.0001,0.0089,pearson,-0.0089,0.009064,none,negligible,True,False,0.029026,moderate,True,0.0234,True,1.247,-0.0016,0.0059,very_weak,False,10,11313,,0.0089,0,2,0,0,2,weak
145,CC_AMT_DRAWINGS_ATM_CURRENT_MAX,61140,binary,0.0241,0.0,0.0162,0.032,0.0266,0.0,0.0241,0.0,0.0002,0.0001,0.0006,0.0266,spearman,0.0266,0.0,positive,negligible,True,False,0.031492,moderate,True,0.0354,False,1.5327,0.0266,0.0167,very_weak,False,9,1305,,0.0266,0,2,1,1,4,moderate
146,CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,61140,binary,0.0599,0.0,0.052,0.0678,0.0855,0.0,0.0599,0.0,0.0031,0.0015,0.0036,0.0855,spearman,0.0855,0.0,positive,negligible,True,False,0.015553,weak,True,0.076,True,1.8215,0.0855,0.0897,weak,True,9,22420,,0.0855,1,1,1,1,4,moderate
147,CC_AMT_DRAWINGS_ATM_CURRENT_SUM,86905,binary,0.0381,0.0,0.0315,0.0447,0.0651,0.0,0.0381,0.0,0.0048,0.0024,0.0015,0.0651,spearman,0.0651,0.0,positive,negligible,True,False,0.01217,weak,True,0.0402,True,1.3674,0.0651,0.0472,weak,False,6,5016,,0.0651,1,1,1,1,4,moderate
148,CC_AMT_DRAWINGS_CURRENT_MAX,86905,binary,0.0523,0.0,0.0457,0.0589,0.0716,0.0,0.0523,0.0,0.0052,0.0026,0.0027,0.0716,spearman,0.0716,0.0,positive,negligible,True,False,0.039855,moderate,True,0.0482,True,1.3897,0.0716,0.0647,weak,False,7,24117,,0.0716,1,2,1,1,5,moderate
149,CC_AMT_DRAWINGS_CURRENT_MEAN,86905,binary,0.0587,0.0,0.0521,0.0654,0.1061,0.0,0.0587,0.0,0.0078,0.0039,0.0034,0.1061,spearman,0.1061,0.0,positive,weak,True,False,0.007269,weak,True,0.0721,True,1.5806,0.1061,0.1564,medium,True,7,49079,,0.1061,1,1,1,1,4,moderate
150,CC_AMT_DRAWINGS_CURRENT_SUM,86905,binary,0.0237,0.0,0.017,0.0303,0.062,0.0,0.0237,0.0,0.0061,0.003,0.0006,0.062,spearman,0.062,0.0,positive,negligible,True,False,0.02376,moderate,True,0.0502,True,1.3822,0.062,0.0769,weak,True,7,40377,,0.062,1,2,1,1,5,moderate
151,CC_AMT_DRAWINGS_POS_CURRENT_MAX,61140,binary,-0.0092,0.022669,-0.0171,-0.0013,0.0326,0.0,-0.0092,0.022669,0.0038,0.0019,0.0001,0.0326,spearman,0.0326,0.0,positive,negligible,True,False,0.00755,weak,True,0.0459,True,1.6249,0.0326,0.0351,weak,False,6,28865,,0.0326,0,1,1,1,3,weak
152,CC_AMT_DRAWINGS_POS_CURRENT_MEAN,61140,binary,-0.004,0.320531,-0.0119,0.0039,0.0494,0.0,-0.004,0.320531,0.0021,0.001,0.0,0.0494,spearman,0.0494,0.0,positive,negligible,True,False,0.001722,negligible,False,0.0431,False,1.5763,0.0494,0.0409,weak,False,6,33409,,0.0494,0,0,1,1,2,weak
